"AUD.Open" "AUD.High" "AUD.Low" "AUD.Close" "AUD.Volume" "AUD.Adjusted"
"2012-07-17" 29.82 29.82 29.82 29.82 0 29.82
"2012-07-18" 29.82 29.82 29.82 29.82 0 29.82
"2012-07-19" 29.82 29.82 29.82 29.82 0 29.82
"2012-07-20" 29.82 29.82 29.82 29.82 0 29.82
"2012-07-23" 29.82 29.82 29.82 29.82 0 29.82
"2012-07-24" 29.82 29.82 29.82 29.82 0 29.82
"2012-07-25" 29.82 29.82 29.82 29.82 0 29.82
"2012-07-26" 29.82 29.82 29.82 29.82 0 29.82
"2012-07-27" 29.82 29.82 29.82 29.82 0 29.82
"2012-07-30" 29.82 29.82 29.82 29.82 0 29.82
"2012-07-31" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-01" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-02" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-03" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-06" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-07" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-08" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-09" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-10" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-13" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-14" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-15" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-16" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-17" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-20" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-21" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-22" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-23" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-24" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-27" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-28" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-29" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-30" 29.82 29.82 29.82 29.82 0 29.82
"2012-08-31" 29.82 29.82 29.82 29.82 0 29.82
"2012-09-03" 29.82 29.82 29.82 29.82 0 29.82
"2012-09-04" 29.82 29.82 29.82 29.82 0 29.82
"2012-09-05" 29.82 29.82 29.82 29.82 0 29.82
"2012-09-06" 29.82 29.82 29.82 29.82 0 29.82
"2012-09-07" 29.82 29.82 29.82 29.82 0 29.82
"2012-09-10" 29.82 29.82 29.82 29.82 0 29.82
"2012-09-11" 29.82 29.82 29.82 29.82 0 29.82
"2012-09-12" 29.82 29.82 29.82 29.82 0 29.82
"2012-09-13" 29.82 29.82 29.82 29.82 0 29.82
"2012-09-14" 29.82 29.82 29.82 29.82 0 29.82
"2012-09-17" 29.82 29.82 29.82 29.82 0 29.82
