"GSPTSE.Open" "GSPTSE.High" "GSPTSE.Low" "GSPTSE.Close" "GSPTSE.Volume" "GSPTSE.Adjusted"
"2008-04-15" 13833.299805 13878.200195 13738.599609 13851 191832900 13851
"2008-04-16" 13929.900391 14103.799805 13851 14099.5 219898200 14099.5
"2008-04-17" 14085.700195 14172.799805 14052.799805 14115.5 198433600 14115.5
"2008-04-18" 14188.200195 14272.200195 14096.400391 14237.099609 243537400 14237.099609
"2008-04-21" 14286.599609 14330.200195 14237.099609 14321.200195 192463500 14321.200195
"2008-04-22" 14299.599609 14372.299805 14236.900391 14266.299805 212224200 14266.299805
"2008-04-23" 14253.700195 14267.900391 14069.799805 14069.799805 215780600 14069.799805
"2008-04-24" 14058.599609 14069.799805 13859.400391 13966.299805 214440100 13966.299805
"2008-04-25" 14063.400391 14114.200195 13966.299805 14103.900391 217542800 14103.900391
"2008-04-28" 14171.099609 14233.900391 14082.400391 14085.900391 190177700 14085.900391
"2008-04-29" 14008.299805 14085.900391 13820.200195 13825.599609 220932900 13825.599609
"2008-04-30" 13876.900391 14039.599609 13825.599609 13937 281018600 13937
"2008-05-01" 13920.299805 14087.900391 13846.599609 14065.799805 220035800 14065.799805
"2008-05-02" 14203.700195 14301 14065.799805 14280.299805 210844800 14280.299805
"2008-05-05" 14356.900391 14365.799805 14266.299805 14274.299805 207439500 14274.299805
"2008-05-06" 14246.5 14430.799805 14226.099609 14414.299805 226276900 14414.299805
"2008-05-07" 14416.900391 14448.099609 14350.799805 14371.5 251686000 14371.5
"2008-05-08" 14388.200195 14609.200195 14371.5 14608 289040800 14608
"2008-05-09" 14567.5 14634 14510.200195 14521.200195 261997000 14521.200195
"2008-05-12" 14611.599609 14695.799805 14506.799805 14666.099609 209327700 14666.099609
"2008-05-13" 14628.400391 14666.099609 14553.099609 14616.700195 201092800 14616.700195
"2008-05-14" 14628 14737.200195 14614 14626.299805 235580300 14626.299805
"2008-05-15" 14687.200195 14828.099609 14626.299805 14828.099609 244604600 14828.099609
"2008-05-16" 15012.299805 14991.799805 14828.099609 14984.200195 245978200 14984.200195
"2008-05-19" 14984.200195 14984.200195 14984.200195 14984.200195 0 14984.200195
"2008-05-20" 14944.799805 15090.700195 14914.900391 15047.299805 273786000 15047.299805
"2008-05-21" 15017.099609 15128.599609 14779.299805 14790.400391 306770200 14790.400391
"2008-05-22" 14781.099609 14878 14728.599609 14792.400391 249169400 14792.400391
"2008-05-23" 14813.299805 14835.700195 14616.099609 14723.400391 200592400 14723.400391
"2008-05-26" 14750.400391 14775.099609 14695.099609 14758.599609 78237200 14758.599609
"2008-05-27" 14700.900391 14758.599609 14515.799805 14522.099609 214062400 14522.099609
"2008-05-28" 14508.200195 14698.099609 14464.700195 14688.599609 216388900 14688.599609
"2008-05-29" 14590.900391 14697 14561.599609 14577.200195 198541400 14577.200195
"2008-05-30" 14684.5 14804.299805 14577.200195 14714.700195 252813400 14714.700195
"2008-06-02" 14673.900391 14858.900391 14647.700195 14814.200195 205809700 14814.200195
"2008-06-03" 14787.200195 14915.200195 14678.099609 14728.599609 188975200 14728.599609
"2008-06-04" 14691.5 14790.299805 14640.700195 14690.5 199238700 14690.5
"2008-06-05" 14761.799805 14991.900391 14690.5 14982.900391 236132100 14982.900391
"2008-06-06" 15071.599609 15154.799805 14948.700195 14969.599609 230357300 14969.599609
"2008-06-09" 14978.599609 15096.700195 14901.900391 14960.799805 182800500 14960.799805
"2008-06-10" 14897.5 14960.799805 14660.599609 14736.200195 236976600 14736.200195
"2008-06-11" 14816.799805 14817.099609 14687.400391 14716.5 260035900 14716.5
"2008-06-12" 14650.400391 14716.5 14576.5 14602.599609 212495500 14602.599609
"2008-06-13" 14591.900391 14789 14578.099609 14778.5 173172700 14778.5
"2008-06-16" 14893.099609 15006.599609 14778.5 14944.299805 169138400 14944.299805
"2008-06-17" 14950.400391 15096.900391 14944.299805 15068.799805 207227800 15068.799805
"2008-06-18" 15068.599609 15093 14949.599609 15073.099609 243902000 15073.099609
"2008-06-19" 15049.099609 15073.099609 14768 14790.200195 201156900 14790.200195
"2008-06-20" 14804.900391 14854.400391 14580.700195 14580.700195 392121600 14580.700195
"2008-06-23" 14622 14719.900391 14580.700195 14691.799805 218061200 14691.799805
"2008-06-24" 14679.099609 14694 14376 14409.599609 231723800 14409.599609
"2008-06-25" 14442.099609 14503.900391 14259.900391 14441.099609 252791600 14441.099609
"2008-06-26" 14417.700195 14441.099609 14156.5 14292.099609 243093800 14292.099609
"2008-06-27" 14281.599609 14397.5 14236 14355.200195 222405500 14355.200195
"2008-06-30" 14403 14492.099609 14346.599609 14467 200524200 14467
"2008-07-01" 14467 14467 14467 14467 0 14467
"2008-07-02" 14573.5 14584.900391 13983.700195 14034.099609 253846700 14034.099609
"2008-07-03" 13992.799805 14143.599609 13796.5 14143.599609 204984700 14143.599609
"2008-07-04" 14176.299805 14176.299805 14010.400391 14010.400391 98098400 14010.400391
"2008-07-07" 13971.299805 14068.700195 13640.200195 13712.799805 244551200 13712.799805
"2008-07-08" 13689.599609 13823.200195 13557.099609 13809.799805 246564000 13809.799805
"2008-07-09" 13932.700195 13981.200195 13609.5 13610.799805 213149700 13610.799805
"2008-07-10" 13727.900391 13776.5 13572.599609 13743.900391 202962100 13743.900391
"2008-07-11" 13797.400391 13859.900391 13596.599609 13709.099609 229439900 13709.099609
"2008-07-14" 13855.299805 13888.299805 13663.400391 13741.299805 263815900 13741.299805
"2008-07-15" 13651.799805 13741.299805 13256.200195 13357.599609 302770100 13357.599609
"2008-07-16" 13356.299805 13514.700195 13167.299805 13503.799805 272214100 13503.799805
"2008-07-17" 13595.599609 13662.5 13348.400391 13460.299805 275368600 13460.299805
"2008-07-18" 13556.799805 13607.799805 13460.299805 13516 207760100 13516
"2008-07-21" 13658.5 13740.400391 13516 13689.200195 170343200 13689.200195
"2008-07-22" 13634.200195 13689.200195 13476.299805 13643.200195 196395300 13643.200195
"2008-07-23" 13624.299805 13644.700195 13509.200195 13512.700195 268329600 13512.700195
"2008-07-24" 13567.400391 13592.700195 13196.900391 13206.099609 334197700 13206.099609
"2008-07-25" 13303.599609 13390.599609 13157.900391 13378.799805 214827100 13378.799805
"2008-07-28" 13406.900391 13534.299805 13288.099609 13304 176408200 13304
"2008-07-29" 13303.599609 13348.5 13240.200195 13342.599609 197950900 13342.599609
"2008-07-30" 13374.099609 13691.099609 13342.599609 13683.200195 272732600 13683.200195
"2008-07-31" 13654.700195 13728 13564.200195 13592.900391 270456800 13592.900391
"2008-08-01" 13645.099609 13665.200195 13400 13496.5 199082500 13496.5
"2008-08-04" 13496.5 13496.5 13496.5 13496.5 0 13496.5
"2008-08-05" 13148.900391 13496.5 13130.5 13242.200195 292119100 13242.200195
"2008-08-06" 13331.200195 13504 13242.200195 13453.5 236537200 13453.5
"2008-08-07" 13441.299805 13493.5 13348.299805 13385.200195 222856600 13385.200195
"2008-08-08" 13301.799805 13386.700195 13223.5 13341.700195 200133600 13341.700195
"2008-08-11" 13310.599609 13341.700195 13167.599609 13203.200195 247063800 13203.200195
"2008-08-12" 13229.200195 13272.400391 13141.5 13167 220588900 13167
"2008-08-13" 13155.599609 13377.200195 13086.5 13377.200195 280383200 13377.200195
"2008-08-14" 13282.900391 13409.200195 13254.799805 13358.900391 186595500 13358.900391
"2008-08-15" 13251.799805 13358.900391 13063.900391 13096.700195 175123600 13096.700195
"2008-08-18" 13197.099609 13234.799805 13073.900391 13119.400391 161712500 13119.400391
"2008-08-19" 13049.799805 13185.099609 13015.900391 13063.900391 213024900 13063.900391
"2008-08-20" 13190.900391 13360.099609 13063.900391 13350.099609 204317300 13350.099609
"2008-08-21" 13431 13575.799805 13350.099609 13539.200195 212659000 13539.200195
"2008-08-22" 13461.599609 13539.200195 13339.799805 13447.299805 150228500 13447.299805
"2008-08-25" 13422.200195 13447.299805 13258.599609 13289 128985600 13289
"2008-08-26" 13273.900391 13322.200195 13243.900391 13299.099609 177937400 13299.099609
"2008-08-27" 13387.900391 13574.700195 13299.099609 13530.700195 202063400 13530.700195
"2008-08-28" 13659.299805 13750.5 13530.700195 13750.5 199779100 13750.5
"2008-08-29" 13720.099609 13771.299805 13663.299805 13771.299805 159773000 13771.299805
"2008-09-02" 13558.799805 13771.299805 13299.5 13299.5 209854600 13299.5
"2008-09-03" 13288.400391 13299.5 12959.900391 13137.700195 260429600 13137.700195
"2008-09-04" 13134.299805 13137.700195 12708.900391 12814.099609 280263800 12814.099609
"2008-09-05" 12765.299805 12868.700195 12549.900391 12816.400391 261892100 12816.400391
"2008-09-08" 13160.900391 13164 12634.599609 12634.599609 292286500 12634.599609
"2008-09-09" 12605.700195 12634.599609 12146.799805 12146.799805 307157900 12146.799805
"2008-09-10" 12279.700195 12550.700195 12146.799805 12497.200195 330260400 12497.200195
"2008-09-11" 12373 12628.400391 12258.200195 12612.799805 260685100 12612.799805
"2008-09-12" 12582.299805 12780 12568.700195 12769.599609 246221800 12769.599609
"2008-09-15" 12325.700195 12769.599609 12254 12254 231950900 12254
"2008-09-16" 11958.400391 12254 11903.099609 12227 341578500 12227
"2008-09-17" 12151.099609 12227 11788 11877.700195 443857500 11877.700195
"2008-09-18" 12082.099609 12382.700195 11877.700195 12064.599609 599756200 12064.599609
"2008-09-19" 12626 12913 12064.599609 12913 579792500 12913
"2008-09-22" 12896.799805 12968.200195 12638.099609 12638.099609 276061200 12638.099609
"2008-09-23" 12599.900391 12758.799805 12450 12532.599609 259658400 12532.599609
"2008-09-24" 12643.200195 12664.299805 12467.599609 12513.400391 260783800 12513.400391
"2008-09-25" 12427.200195 12601.599609 12405.599609 12546.5 246649100 12546.5
"2008-09-26" 12242.200195 12546.5 12028.299805 12126 201701100 12126
"2008-09-29" 11987.099609 12126 11171.299805 11285.099609 288953700 11285.099609
"2008-09-30" 11559.200195 11902.700195 11285.099609 11752.900391 328661200 11752.900391
"2008-10-01" 11730.700195 11775.799805 11550.900391 11714.5 276044000 11714.5
"2008-10-02" 11513.900391 11714.5 10900.5 10900.5 320492000 10900.5
"2008-10-03" 11074.599609 11356.400391 10798.5 10803.400391 330804600 10803.400391
"2008-10-06" 10445 10803.400391 9617.900391 10230.400391 398402200 10230.400391
"2008-10-07" 10442.5 10523.200195 9782.900391 9829.599609 355597100 9829.599609
"2008-10-08" 9520.299805 10103.700195 9496.700195 10056.299805 384032800 10056.299805
"2008-10-09" 10302.5 10385.400391 9449.599609 9600.200195 304732900 9600.200195
"2008-10-10" 9065.200195 9600.200195 8850.5 9065.200195 390417300 9065.200195
"2008-10-13" 9065.200195 9065.200195 9065.200195 9065.200195 0 9065.200195
"2008-10-14" 10773.099609 10702.299805 9065.200195 9955.700195 394607000 9955.700195
"2008-10-15" 9652.299805 9955.700195 9264.200195 9323.900391 291985000 9323.900391
"2008-10-16" 9327 9430.599609 8761 9270 324332100 9270
"2008-10-17" 9253.299805 9862.299805 9064.299805 9562.5 285032600 9562.5
"2008-10-20" 9839.5 10251.400391 9562.5 10251.400391 278144100 10251.400391
"2008-10-21" 9988 10251.400391 9770.299805 9795.799805 238177000 9795.799805
"2008-10-22" 9591.099609 9795.799805 9202.299805 9236.900391 263649100 9236.900391
"2008-10-23" 9351.5 9466.5 8887.5 9331.400391 325754100 9331.400391
"2008-10-24" 8652.400391 9331.400391 8633.700195 9294.099609 302984000 9294.099609
"2008-10-27" 9143 9294.099609 8537.299805 8537.299805 240550100 8537.299805
"2008-10-28" 8973.299805 9151.599609 8537.299805 9151.599609 328987500 9151.599609
"2008-10-29" 9238.599609 9628.900391 9151.599609 9501.599609 378658700 9501.599609
"2008-10-30" 9700.5 9856.200195 9457.200195 9856.200195 297065700 9856.200195
"2008-10-31" 9736.599609 9941 9614.099609 9762.799805 280330400 9762.799805
"2008-11-03" 9841.299805 9878.099609 9649.5 9721.299805 211114300 9721.299805
"2008-11-04" 9906.200195 10165.400391 9721.299805 10116.599609 304540100 10116.599609
"2008-11-05" 10066.5 10199.799805 9813.400391 9887.200195 272129300 9887.200195
"2008-11-06" 9843.900391 9887.200195 9424.400391 9555.400391 309252100 9555.400391
"2008-11-07" 9635.5 9674.299805 9501.400391 9596.200195 220043500 9596.200195
"2008-11-10" 9892.200195 9928.799805 9596.200195 9688.799805 247138700 9688.799805
"2008-11-11" 9538.099609 9688.799805 9328.099609 9424 252460300 9424
"2008-11-12" 9286.900391 9424 8861.799805 8922.599609 284912000 8922.599609
"2008-11-13" 9013.700195 9352.799805 8572.400391 9352.799805 370932500 9352.799805
"2008-11-14" 9249.400391 9352.799805 9025.799805 9056 307825600 9056
"2008-11-17" 9024.5 9056 8779.799805 8795.5 241682600 8795.5
"2008-11-18" 8865.200195 8923 8659.299805 8835.700195 284910000 8835.700195
"2008-11-19" 8827.099609 8872 8451.200195 8490.599609 304596100 8490.599609
"2008-11-20" 8347.400391 8490.599609 7713.600098 7724.799805 422259400 7724.799805
"2008-11-21" 8079.799805 8175.600098 7647.100098 8155.399902 454000100 8155.399902
"2008-11-24" 8276.5 8607.900391 8136.799805 8440.900391 382061300 8440.900391
"2008-11-25" 8494.099609 8563.700195 8269.5 8442.900391 364713700 8442.900391
"2008-11-26" 8300.200195 8645.700195 8222.599609 8643.5 333415300 8643.5
"2008-11-27" 8599.099609 8757 8584.599609 8753.799805 131523500 8753.799805
"2008-11-28" 8737.200195 9270.599609 8635.599609 9270.599609 228559500 9270.599609
"2008-12-01" 8816.400391 9270.599609 8380.799805 8406.200195 293157800 8406.200195
"2008-12-02" 8509.900391 8527 8220.200195 8327.799805 334706000 8327.799805
"2008-12-03" 8117.299805 8352.599609 8081.299805 8297 300345100 8297
"2008-12-04" 8295.099609 8483.400391 7978.5 8057.799805 270111500 8057.799805
"2008-12-05" 7954.200195 8126.299805 7802.299805 8117 264157700 8117
"2008-12-08" 8426 8625 8117 8567.099609 292669900 8567.099609
"2008-12-09" 8442.299805 8598.700195 8348.599609 8397.599609 299393300 8397.599609
"2008-12-10" 8539.200195 8692.900391 8397.599609 8634 363796100 8634
"2008-12-11" 8635 8684.700195 8304.599609 8391.900391 327383900 8391.900391
"2008-12-12" 8140.299805 8537.900391 8110.100098 8515.5 286908100 8515.5
"2008-12-15" 8608.200195 8609.400391 8362.299805 8461.799805 270698100 8461.799805
"2008-12-16" 8426.299805 8724.099609 8436.099609 8724.099609 316240900 8724.099609
"2008-12-17" 8724.099609 8724.099609 8724.099609 8724.099609 0 8724.099609
"2008-12-18" 8613.099609 8724.099609 8262.099609 8425.400391 403284800 8425.400391
"2008-12-19" 8346.599609 8552.5 8305.400391 8552 587410100 8552
"2008-12-22" 8511.099609 8552 8206.599609 8249.5 197899100 8249.5
"2008-12-23" 8310.299805 8421.099609 8227 8311.900391 201537400 8311.900391
"2008-12-24" 8286.700195 8357.200195 8253.5 8310.599609 103412800 8310.599609
"2008-12-26" 8310.599609 8310.599609 8310.599609 8310.599609 0 8310.599609
"2008-12-29" 8508.299805 8637.299805 8310.599609 8637.299805 150955700 8637.299805
"2008-12-30" 8645.299805 8833.299805 8591.5 8830.700195 189074500 8830.700195
"2008-12-31" 8794.5 8998.400391 8790.400391 8987.700195 197765600 8987.700195
"2009-01-02" 8951.900391 9235.200195 8918.099609 9234.099609 150686300 9234.099609
"2009-01-05" 9233 9372.900391 9116 9285.5 242539100 9285.5
"2009-01-06" 9409.799805 9505.700195 9285.5 9472.099609 263953300 9472.099609
"2009-01-07" 9362.900391 9472.099609 9100.200195 9121.299805 222084700 9121.299805
"2009-01-08" 9075.5 9224.099609 9016.700195 9221.599609 204077300 9221.599609
"2009-01-09" 9237.799805 9267.5 9053.200195 9085.200195 199519200 9085.200195
"2009-01-12" 8952.5 9085.200195 8751.599609 8793.299805 210801900 8793.299805
"2009-01-13" 8826.400391 8986.200195 8793.299805 8961.599609 203531900 8961.599609
"2009-01-14" 8863.799805 8961.599609 8608.599609 8688.400391 285194900 8688.400391
"2009-01-15" 8730.799805 8879.599609 8471 8879.599609 333600300 8879.599609
"2009-01-16" 9082.099609 9036.400391 8734.400391 8920.400391 210110800 8920.400391
"2009-01-19" 8864.299805 8920.400391 8807.700195 8841.5 95880600 8841.5
"2009-01-20" 8867.900391 8869.299805 8486.299805 8504.900391 271032100 8504.900391
"2009-01-21" 8574.5 8763.5 8392.099609 8757.900391 245971100 8757.900391
"2009-01-22" 8619.200195 8757.900391 8472.5 8486.599609 210894900 8486.599609
"2009-01-23" 8428.5 8687.799805 8387.599609 8628 272410200 8628
"2009-01-26" 8700.099609 8821.900391 8539.400391 8656.5 196544700 8656.5
"2009-01-27" 8692.099609 8762.700195 8621.400391 8759.599609 183251400 8759.599609
"2009-01-28" 8900.5 8966.700195 8759.599609 8906.200195 271162100 8906.200195
"2009-01-29" 8815.5 8906.200195 8740.799805 8762.799805 231914900 8762.799805
"2009-01-30" 8901.5 8892.200195 8579.900391 8694.900391 264801200 8694.900391
"2009-02-02" 8603 8694.900391 8533.599609 8624.799805 186573300 8624.799805
"2009-02-03" 8643.900391 8663 8540.5 8628.599609 206606800 8628.599609
"2009-02-04" 8700 8814 8628.599609 8693.099609 282623000 8693.099609
"2009-02-05" 8708.099609 8861 8607.5 8861 243661500 8861
"2009-02-06" 8827.099609 9102 8824.700195 9008 245330000 9008
"2009-02-09" 9055.799805 9151.599609 8997.400391 9047.299805 194103000 9047.299805
"2009-02-10" 9084.299805 9114.5 8771.799805 8817.900391 232526700 8817.900391
"2009-02-11" 8840.299805 8919.200195 8731.200195 8737.900391 282015900 8737.900391
"2009-02-12" 8698.299805 8785.099609 8590.5 8778.799805 242732500 8778.799805
"2009-02-13" 8797 8792.299805 8669.200195 8678.099609 177555100 8678.099609
"2009-02-17" 8630.299805 8678.099609 8351.900391 8378.700195 230619200 8378.700195
"2009-02-18" 8419.5 8413 8139 8176 273964500 8176
"2009-02-19" 8234.099609 8296.299805 8117.399902 8185.399902 263957600 8185.399902
"2009-02-20" 8103.200195 8185.399902 7874.899902 7950 261802700 7950
"2009-02-23" 8014.399902 8032.100098 7640.799805 7647.700195 257605900 7647.700195
"2009-02-24" 7674.100098 7859.299805 7566.299805 7859.299805 349883300 7859.299805
"2009-02-25" 7886 8033.100098 7753.899902 7932.299805 255041100 7932.299805
"2009-02-26" 8052.200195 8195.900391 7932.299805 8186.799805 306885600 8186.799805
"2009-02-27" 8061.5 8188.700195 8005.100098 8123 268426100 8123
"2009-03-02" 7997.600098 8123 7589.700195 7687.5 259172400 7687.5
"2009-03-03" 7752.899902 7797.700195 7501.100098 7631.600098 259564400 7631.600098
"2009-03-04" 7857.5 7866 7631.600098 7814.799805 292503200 7814.799805
"2009-03-05" 7734.299805 7814.799805 7589.799805 7629.200195 263630600 7629.200195
"2009-03-06" 7686.799805 7764.799805 7480 7591.5 241503300 7591.5
"2009-03-09" 7527.399902 7695.299805 7515 7566.899902 196926900 7566.899902
"2009-03-10" 7699.899902 7886.799805 7566.899902 7880.399902 323569100 7880.399902
"2009-03-11" 7922.399902 8056.799805 7858.399902 8011 284729000 8011
"2009-03-12" 8027.299805 8332.5 7975 8282.299805 273301000 8282.299805
"2009-03-13" 8359.400391 8351.900391 8183.799805 8303.400391 218644100 8303.400391
"2009-03-16" 8289.900391 8550.799805 8278.900391 8386.700195 234874600 8386.700195
"2009-03-17" 8434.200195 8559.599609 8304.599609 8559.599609 234226400 8559.599609
"2009-03-18" 8461 8669.799805 8287.700195 8629.099609 274610600 8629.099609
"2009-03-19" 8797.400391 8845.799805 8629.099609 8690.5 310970400 8690.5
"2009-03-20" 8708.099609 8737.799805 8506.400391 8506.400391 338244400 8506.400391
"2009-03-23" 8765.5 8958.5 8506.400391 8958.5 287218400 8958.5
"2009-03-24" 8825.700195 8958.5 8766.700195 8849.400391 268014100 8849.400391
"2009-03-25" 8890.700195 8981.799805 8692.599609 8797.400391 298050800 8797.400391
"2009-03-26" 8939.799805 9018.5 8797.400391 8995.5 279141100 8995.5
"2009-03-27" 8894.799805 8995.5 8807.200195 8821.099609 240942900 8821.099609
"2009-03-30" 8605.400391 8821.099609 8453.099609 8596.200195 236756000 8596.200195
"2009-03-31" 8673.400391 8780.599609 8596.200195 8720.400391 222846500 8720.400391
"2009-04-01" 8647.599609 8941.799805 8617.299805 8941.799805 228013800 8941.799805
"2009-04-02" 9093.5 9139.5 8941.799805 9073.099609 306829000 9073.099609
"2009-04-03" 9107.099609 9140.099609 8987.700195 9065.799805 248886300 9065.799805
"2009-04-06" 8963.799805 9065.799805 8919 9016.200195 230342000 9016.200195
"2009-04-07" 8940.299805 9016.200195 8820.200195 8824.799805 206404900 8824.799805
"2009-04-08" 8819.599609 8969.299805 8782.700195 8969.299805 187002800 8969.299805
"2009-04-09" 9110 9187.099609 8969.299805 9187.099609 234965600 9187.099609
"2009-04-13" 9142.200195 9310.900391 9114.900391 9285.599609 190854500 9285.599609
"2009-04-14" 9292.599609 9330.599609 9185.900391 9231.599609 266511600 9231.599609
"2009-04-15" 9196.799805 9251.400391 9118.900391 9246.099609 201106700 9246.099609
"2009-04-16" 9293.200195 9356.5 9184.700195 9343.400391 244882400 9343.400391
"2009-04-17" 9365.299805 9483.599609 9343.400391 9437.700195 237748800 9437.700195
"2009-04-20" 9324.400391 9437.700195 9125.299805 9126.200195 238680800 9126.200195
"2009-04-21" 9034.799805 9254.200195 9014.099609 9247.200195 247191100 9247.200195
"2009-04-22" 9223.599609 9411.599609 9189.599609 9279.200195 211917700 9279.200195
"2009-04-23" 9341.5 9413 9279.200195 9409.5 250466400 9409.5
"2009-04-24" 9483.400391 9566.700195 9409.5 9549.5 245772000 9549.5
"2009-04-27" 9345.900391 9549.5 9351.5 9394.799805 196360700 9394.799805
"2009-04-28" 9268.900391 9394.799805 9273.799805 9348 219941100 9348
"2009-04-29" 9429.5 9476.599609 9348 9416.299805 205905400 9416.299805
"2009-04-30" 9454.200195 9568.299805 9321.400391 9324.799805 257407500 9324.799805
"2009-05-01" 9369.200195 9527.700195 9324.799805 9497 195208200 9497
"2009-05-04" 9604.599609 9870.400391 9497 9870.400391 244645600 9870.400391
"2009-05-05" 9869.299805 9918.900391 9783.700195 9880.700195 231632700 9880.700195
"2009-05-06" 9992.200195 10158.200195 9880.700195 10143.400391 295074900 10143.400391
"2009-05-07" 10332.099609 10340.799805 9922 9967.099609 301150800 9967.099609
"2009-05-08" 10118.299805 10256 9967.099609 10238 242237300 10238
"2009-05-11" 10069.5 10238 9995.799805 10094.099609 294925500 10094.099609
"2009-05-12" 10184 10193.099609 9970.299805 10077.700195 248317300 10077.700195
"2009-05-13" 9958.599609 10077.700195 9695.599609 9709.5 258717200 9709.5
"2009-05-14" 9700.200195 9938 9683.099609 9849.200195 228312700 9849.200195
"2009-05-15" 9877 9947.099609 9750.900391 9762.900391 164836300 9762.900391
"2009-05-18" 9762.900391 9762.900391 9762.900391 9762.900391 0 9762.900391
"2009-05-19" 10037.700195 10139.599609 9762.900391 10101 219886500 10101
"2009-05-20" 10191.200195 10365.400391 10101 10232.400391 259143800 10232.400391
"2009-05-21" 10090.599609 10232.400391 9935.200195 9949.599609 207258800 9949.599609
"2009-05-22" 10014.900391 10065.799805 9941.900391 9993.400391 217204800 9993.400391
"2009-05-25" 10004.799805 10073.200195 9993.400391 10069.5 67191500 10069.5
"2009-05-26" 9989.599609 10286.900391 9971.599609 10285.900391 215721000 10285.900391
"2009-05-27" 10313.599609 10335.200195 10142.200195 10142.200195 242732900 10142.200195
"2009-05-28" 10270.599609 10413.900391 10142.200195 10392.400391 268209900 10392.400391
"2009-05-29" 10473.400391 10493.099609 10320 10370.099609 303617500 10370.099609
"2009-06-01" 10530.799805 10637.700195 10370.099609 10604.099609 263260800 10604.099609
"2009-06-02" 10566.200195 10634.400391 10515.099609 10588.799805 240680600 10588.799805
"2009-06-03" 10484.900391 10588.799805 10235.400391 10290.099609 256640000 10290.099609
"2009-06-04" 10410.200195 10500.099609 10290.099609 10477.200195 204008500 10477.200195
"2009-06-05" 10544.400391 10581.599609 10413.5 10569.299805 224646400 10569.299805
"2009-06-08" 10466.700195 10569.299805 10380.799805 10549.099609 186309200 10549.099609
"2009-06-09" 10597.5 10605 10502.900391 10547.900391 225292700 10547.900391
"2009-06-10" 10673.5 10674.099609 10523.200195 10598 250903000 10598
"2009-06-11" 10568.299805 10726 10554.400391 10714.099609 228186800 10714.099609
"2009-06-12" 10648.5 10714.099609 10613 10645 179018900 10645
"2009-06-15" 10581.799805 10645 10341.799805 10394.799805 189470900 10394.799805
"2009-06-16" 10554.200195 10561.099609 10292.599609 10307.400391 218200100 10307.400391
"2009-06-17" 10278.900391 10307.400391 10056.299805 10066.099609 227915500 10066.099609
"2009-06-18" 10066.200195 10142.599609 10005.400391 10121.5 219819800 10121.5
"2009-06-19" 10204.5 10288 10121.5 10288 321336400 10288
"2009-06-22" 10105.700195 10288 9830.200195 9834.200195 224230700 9834.200195
"2009-06-23" 9865.400391 9912.200195 9727.299805 9896.700195 224765200 9896.700195
"2009-06-24" 10004.5 10138.099609 9896.700195 10100.900391 209751400 10100.900391
"2009-06-25" 10106.299805 10366.700195 10078.299805 10355.900391 221355100 10355.900391
"2009-06-26" 10315 10423.599609 10269 10389.799805 164447600 10389.799805
"2009-06-29" 10455.400391 10516.900391 10389.799805 10476.799805 138130400 10476.799805
"2009-06-30" 10471.200195 10528.5 10308 10374.900391 180972800 10374.900391
"2009-07-01" 10374.900391 10374.900391 10374.900391 10374.900391 0 10374.900391
"2009-07-02" 10290.5 10374.900391 10217.099609 10245.900391 166628000 10245.900391
"2009-07-03" 10228.700195 10294.200195 10228.700195 10283.099609 56694800 10283.099609
"2009-07-06" 10115 10283.099609 9927.200195 10027.400391 169508200 10027.400391
"2009-07-07" 10029.200195 10078.599609 9836.799805 9844.400391 193190600 9844.400391
"2009-07-08" 9794.099609 9867.900391 9535.5 9653.5 241770000 9653.5
"2009-07-09" 9718.5 9820.5 9647.099609 9773.900391 182280500 9773.900391
"2009-07-10" 9698.700195 9773.900391 9630 9747.099609 140866300 9747.099609
"2009-07-13" 9733.700195 9891.900391 9588.400391 9891.900391 171589300 9891.900391
"2009-07-14" 9968 9993.799805 9881.099609 9986.200195 161042900 9986.200195
"2009-07-15" 10123.200195 10244.299805 9986.200195 10215.5 212357200 10215.5
"2009-07-16" 10178.799805 10335.5 10163.5 10304.400391 146062700 10304.400391
"2009-07-17" 10324.400391 10404.299805 10251.700195 10369.400391 152722600 10369.400391
"2009-07-20" 10478.5 10561.700195 10369.400391 10540.700195 176186200 10540.700195
"2009-07-21" 10592.299805 10597.700195 10423.099609 10515.299805 194317700 10515.299805
"2009-07-22" 10422.700195 10545.299805 10404.900391 10432.400391 166250200 10432.400391
"2009-07-23" 10425.900391 10675.700195 10432.400391 10675.700195 206705900 10675.700195
"2009-07-24" 10665.5 10717.799805 10574.099609 10687.900391 152617600 10687.900391
"2009-07-27" 10727.099609 10806.5 10687.900391 10757.400391 170871700 10757.400391
"2009-07-28" 10613.5 10757.400391 10521.299805 10570.5 196886700 10570.5
"2009-07-29" 10482.700195 10570.5 10384.599609 10455.299805 163716900 10455.299805
"2009-07-30" 10601.700195 10687.599609 10455.299805 10676.700195 188619600 10676.700195
"2009-07-31" 10632.5 10841.5 10626.400391 10787.200195 164082800 10787.200195
"2009-08-03" 10787.200195 10787.200195 10787.200195 10787.200195 0 10787.200195
"2009-08-04" 10943.299805 11018.099609 10787.200195 11018.099609 213626900 11018.099609
"2009-08-05" 11014.200195 11065.400391 10952.599609 11046.900391 229501900 11046.900391
"2009-08-06" 11042 11065.200195 10793.400391 10793.400391 251845900 10793.400391
"2009-08-07" 10896 10964.099609 10793.400391 10885.299805 183307800 10885.299805
"2009-08-10" 10833.299805 10885.299805 10767.700195 10793.700195 153939500 10793.700195
