"EUR.Open" "EUR.High" "EUR.Low" "EUR.Close" "EUR.Volume" "EUR.Adjusted"
"2013-07-03" 61.99 61.99 60.11 61 473400 58.53
"2013-07-04" 61.4 61.8 60.12 60.92 637200 58.46
"2013-07-05" 61.2 61.2 59.22 59.8 116700 57.38
"2013-07-08" 60 60.49 59 59 371300 56.61
"2013-07-09" 59.5 59.5 57.1 58.1 522000 55.75
"2013-07-10" 58.5 58.82 57.2 58.5 251200 56.13
"2013-07-11" 60 60 58.98 58.98 61800 56.6
"2013-07-12" 59 60.79 58.85 60 526300 57.57
"2013-07-15" 60.3 60.59 58.7 59 371400 56.61
"2013-07-16" 58.85 59.66 57.58 58 542600 55.65
"2013-07-17" 56.93 57.32 55.6 56.65 491600 54.36
"2013-07-18" 56.86 57 55.24 56.8 166400 54.5
"2013-07-19" 56.45 57.06 54.82 56 308900 53.74
"2013-07-22" 55.63 57.37 55.2 57 118500 54.7
"2013-07-23" 57.5 59.7 57.5 59.5 336400 57.09
"2013-07-24" 59.38 60 58.15 60 154900 57.57
"2013-07-25" 59.55 60.5 57.53 59.41 181600 57.01
"2013-07-26" 59.05 60 58.62 59.6 149400 57.19
"2013-07-29" 59.98 61.84 58.75 61.84 445700 59.34
"2013-07-30" 61.5 61.84 59.9 61 471400 58.53
"2013-07-31" 60.4 60.7 56.96 59.5 682300 57.09
"2013-08-01" 59.49 59.6 58.45 59 238200 56.61
"2013-08-02" 59 59 57.5 58.5 362500 56.13
"2013-08-05" 59.19 60.48 59.15 60 233800 57.57
"2013-08-06" 59.71 61 59.71 60.8 298300 58.34
"2013-08-07" 60.65 61.19 60.21 61.13 613400 58.66
"2013-08-08" 60.6 62 60.25 62 538400 59.49
"2013-08-09" 62.25 62.4 60.5 62 251100 59.49
"2013-08-12" 61.5 61.5 60.5 60.85 238800 58.39
"2013-08-13" 61.5 62.5 60.9 62.5 323100 59.97
"2013-08-14" 62.7 63 62.1 62.9 301500 60.36
"2013-08-15" 62.9 62.9 62.9 62.9 0 60.36
"2013-08-16" 62.38 63.28 61.11 61.7 152500 59.21
"2013-08-19" 61.8 61.8 59.35 60 155100 57.57
"2013-08-20" 59.35 60.6 58.1 58.5 235500 56.13
"2013-08-21" 58.81 59.35 57 58 241600 55.65
"2013-08-22" 59 59 57.03 57.5 311800 55.17
"2013-08-23" 57.55 57.92 55.65 56.2 343000 53.93
"2013-08-26" 56.5 56.8 54.1 54.12 237400 51.93
"2013-08-27" 54 54.5 50.01 51.1 430200 49.03
"2013-08-28" 52.24 55.89 46.5 47 1942200 45.1
"2013-08-29" 48.5 49.5 45.02 49 3459700 47.02
"2013-08-30" 49.5 51.9 49.22 51.9 1014300 49.8
"2013-09-02" 52 52.99 51.96 52 996500 49.9
"2013-09-03" 52 52 48.55 51.5 452200 49.42
"2013-09-04" 49.65 51 47 47 441800 45.1
"2013-09-05" 47.5 49.59 45.43 46.6 1064300 44.72
"2013-09-06" 46.4 46.97 44.65 45.49 948400 43.65
"2013-09-09" 45.75 45.79 43.35 44.5 876600 42.7
"2013-09-10" 44.56 49.01 44.56 47.75 875700 45.82
"2013-09-11" 47.75 50.2 47.1 49.5 987300 47.5
"2013-09-12" 49.45 51.5 48.02 51.23 625400 49.16
"2013-09-13" 51.18 52.2 50.02 50.95 166500 48.89
"2013-09-16" 52 52.08 49.5 50.5 340900 48.46
"2013-09-17" 50.1 53.49 50 51.9 363200 49.8
"2013-09-18" 51.88 51.95 49.65 50 207400 47.98
"2013-09-19" 51.5 51.5 49.28 51 541100 48.94
"2013-09-23" 51.05 51.89 49.85 49.95 210500 47.93
"2013-09-24" 50.93 51.74 49.8 51.5 250000 49.42
"2013-09-25" 50.4 51.49 50.2 51 234800 48.94
"2013-09-26" 50.99 50.99 48.56 48.7 332500 46.73
"2013-09-27" 49.68 49.89 48.5 49 505600 47.02
"2013-09-30" 48.5 49.39 48.12 48.12 307000 46.17
"2013-10-01" 48 48.25 46.64 47.79 734000 45.86
"2013-10-02" 47.2 47.95 46.02 46.02 707100 44.16
"2013-10-03" 46 46.02 42.97 43 1025900 41.26
"2013-10-04" 43.5 44.98 41.82 44.9 1365300 43.08
"2013-10-07" 45.09 46.46 44.1 46.2 565200 44.33
"2013-10-08" 46.48 47.5 45.3 47 587000 45.1
"2013-10-09" 46.94 46.94 46.94 46.94 2200 45.04
"2013-10-10" 46 46.5 45.68 45.91 3e+05 44.05
"2013-10-11" 46.79 49.2 46.53 48 416900 46.06
"2013-10-14" 47.6 49.4 47.4 49 307100 47.02
"2013-10-15" 49.9 50.3 48.8 49.5 264000 47.5
"2013-10-16" 49.5 49.5 47.2 47.95 147100 46.01
"2013-10-17" 48.4 49.2 48.02 48.06 174000 46.12
"2013-10-18" 48.1 49.2 48.1 48.8 177500 46.83
"2013-10-21" 49.2 50 48.94 50 142400 47.98
"2013-10-22" 50 50.8 49.4 50.31 232800 48.28
"2013-10-23" 49.41 50.27 48.75 50 146400 47.98
"2013-10-24" 50 50.9 49.29 50.12 217200 48.09
"2013-10-25" 49.98 50.5 49.96 50.3 244100 48.27
"2013-10-28" 50.5 50.7 49.1 49.1 263400 47.11
"2013-10-29" 49.16 50.23 48.46 48.88 870500 46.9
"2013-10-30" 48.7 49.5 47.91 49 228800 47.02
"2013-10-31" 48.7 48.72 47.01 47.35 327000 45.44
"2013-11-01" 47.35 47.35 47.35 47.35 0 45.44
"2013-11-04" 47.79 47.79 46.93 47.34 645400 45.43
"2013-11-05" 47.01 47.5 46.21 46.4 556100 44.52
"2013-11-06" 46.98 46.98 45.46 46.54 810400 44.66
"2013-11-07" 46.7 47.5 46.5 46.89 192400 44.99
"2013-11-08" 46 46.82 45.03 45.5 399300 43.66
"2013-11-11" 45.5 45.5 45.5 45.5 0 43.66
"2013-11-12" 46.82 48.49 46.55 47.88 1442900 45.94
"2013-11-13" 48.25 49.16 47.55 49.16 1697700 47.17
"2013-11-14" 49.16 51.19 48.16 50 937600 47.98
"2013-11-15" 50 52.8 50 52.51 1208700 50.39
"2013-11-18" 52.9 56.09 52.67 54.48 536900 52.28
"2013-11-19" 54.4 54.98 53.7 54.9 231300 52.68
"2013-11-20" 55.09 55.09 53.56 54.5 235100 52.3
"2013-11-21" 53.6 54.28 53.16 53.5 190500 51.34
"2013-11-22" 53.5 53.89 50.53 51.89 1458700 49.79
"2013-11-25" 51.86 52.48 51.5 52 288200 49.9
"2013-11-26" 51.6 52 51 51.75 281400 49.66
"2013-11-27" 51.12 51.5 51.12 51.3 158200 49.23
"2013-11-28" 51.19 51.35 50.05 50.05 291900 48.03
"2013-11-29" 50.88 50.88 50 50.28 410100 48.25
"2013-12-02" 50.45 50.45 49.1 49.83 356800 47.82
"2013-12-03" 49.83 50.7 49.35 50 246800 47.98
"2013-12-04" 50 50.5 49.37 50 174400 47.98
"2013-12-05" 50 50 48.93 49 118600 47.02
"2013-12-06" 49.52 50.07 46.8 46.95 878100 45.05
"2013-12-09" 47.61 47.61 45.25 45.85 963700 44
"2013-12-10" 45.86 46.25 44.13 45.5 794300 43.66
"2013-12-11" 45.5 46.88 44.5 44.5 483300 42.7
"2013-12-12" 44.14 45.98 43.43 45.4 1471800 43.56
"2013-12-13" 46 46.4 45.6 46.4 259200 44.52
"2013-12-16" 46.35 46.98 45.46 45.5 338600 43.66
"2013-12-17" 46 46 45.03 45.5 304600 43.66
"2013-12-18" 45.05 46.35 44.58 46.35 352400 44.48
"2013-12-19" 46.35 46.35 45.41 45.95 204500 44.09
"2013-12-20" 45.05 46.35 44.58 46.35 352400 44.48
"2013-12-23" 46.5 47.5 46.03 46.97 192500 45.07
"2013-12-24" 46.97 46.97 46.97 46.97 0 45.07
"2013-12-25" 46.97 46.97 46.97 46.97 0 45.07
"2013-12-26" 46.97 46.97 46.97 46.97 0 45.07
"2013-12-27" 46.97 48.05 46.93 48 228000 46.06
"2013-12-30" 48 48.94 47.69 47.69 180100 45.76
"2013-12-31" 47.69 47.69 47.69 47.69 0 45.76
"2014-01-01" 47.69 47.69 47.69 47.69 0 45.76
"2014-01-02" 48.25 50 47.5 50 289000 47.98
"2014-01-03" 49.95 49.95 48.36 49 269500 47.02
"2014-01-06" 49 49 49 49 0 47.02
"2014-01-07" 48.27 48.27 45.66 46.55 553900 44.67
"2014-01-08" 46.74 47 44.9 46.8 584500 44.91
"2014-01-09" 46.2 46.79 45.1 45.1 345500 43.28
"2014-01-10" 45.69 45.69 44.61 45.24 254900 43.41
"2014-01-13" 45.5 46 43.07 43.2 1646300 41.45
"2014-01-14" 43 43 41.53 41.85 1143400 40.16
"2014-01-15" 42.19 42.43 39.79 41.1 2086400 39.44
"2014-01-16" 41.5 41.5 40.4 40.8 370900 39.15
"2014-01-17" 41.2 41.3 39.9 40.3 1696600 38.67
"2014-01-20" 40.38 40.38 39.23 40.1 543400 38.48
"2014-01-21" 40.5 40.74 40.21 40.6 868400 38.96
"2014-01-22" 41.11 41.98 40.66 41.3 1031200 39.63
"2014-01-23" 41.48 41.48 40.92 41.4 1005000 39.73
"2014-01-24" 41.4 41.4 40.2 40.6 1106800 38.96
"2014-01-27" 40 40 39 39.5 688000 37.9
"2014-01-28" 39.5 40.5 39.16 40.5 592300 38.86
"2014-01-29" 40.7 41.7 40.05 40.5 961500 38.86
"2014-01-30" 39.91 41.09 39.5 39.9 288100 38.29
"2014-01-31" 39.9 41 39.65 41 883500 39.34
"2014-02-03" 41.39 45.09 41.09 44 864300 42.22
"2014-02-04" 43 44.29 41.51 43.55 382100 41.79
"2014-02-05" 44 44.64 43.5 44.58 663500 42.78
"2014-02-06" 44.65 44.89 44.02 44.45 426400 42.65
"2014-02-07" 44.45 44.63 43.07 44 627300 42.22
"2014-02-10" 44.39 44.42 43.03 43.5 1025900 41.74
"2014-02-11" 43.5 43.5 42.15 43.25 376300 41.5
"2014-02-12" 43.3 43.75 42.5 42.7 973900 40.97
"2014-02-13" 42.83 43.5 42.8 43.49 489200 41.73
"2014-02-14" 43.5 43.5 42.75 43 369100 41.26
"2014-02-17" 43.2 43.38 42.73 43 107000 41.26
"2014-02-18" 43 43.25 42.73 43.1 490700 41.36
"2014-02-19" 42.42 43.39 42.31 43.1 770900 41.36
"2014-02-20" 43.06 43.81 42.74 43.81 472900 42.04
"2014-02-21" 44.1 44.9 44.05 44.55 615100 42.75
"2014-02-24" 44.8 45.5 44.23 44.39 415700 42.6
"2014-02-25" 44.62 45 44.1 45 440000 43.18
"2014-02-26" 44.5 44.5 42.6 43 776600 41.26
"2014-02-27" 43.3 43.4 42.45 42.59 613700 40.87
"2014-02-28" 40 40 37.3 39.75 1927600 38.14
"2014-03-03" 39.7 39.75 37.9 38.46 712700 36.9
"2014-03-04" 39.1 39.5 38.6 39.4 508100 37.81
"2014-03-05" 39.64 40 38.72 39.22 484300 37.63
"2014-03-06" 39.74 39.74 38.12 38.8 1509200 37.23
"2014-03-07" 38.8 39.5 38.23 39.07 582600 37.49
"2014-03-10" 39.2 39.2 37.05 38.25 819600 36.7
"2014-03-11" 38.49 39.6 37.5 39 749700 37.42
"2014-03-12" 38.99 39.22 38.25 39 802300 37.42
"2014-03-13" 38.1 38.6 38.1 38.35 680400 36.8
"2014-03-14" 38 38.99 37.2 38.5 544800 36.94
"2014-03-17" 38.5 40.16 37.51 39.41 377100 37.82
"2014-03-18" 39.51 40.47 38.61 40.2 805800 38.57
"2014-03-19" 40 40.07 38.82 39 686200 37.42
"2014-03-20" 38.76 40.13 38.06 39.82 779100 38.21
"2014-03-21" 39.29 40.9 39.05 39.44 3127000 37.85
"2014-03-24" 39.8 39.81 38.5 39 374900 37.42
"2014-03-25" 38.65 39.39 38.62 38.85 269700 37.28
"2014-03-26" 38.85 39.45 38.62 39 318100 37.42
"2014-03-27" 39 39.3 38.79 39.2 147800 37.61
"2014-03-28" 39.4 39.4 38.58 38.84 461600 37.27
"2014-03-31" 39 40 38.6 39.99 358000 38.37
"2014-04-01" 39.07 40.9 39.04 40.3 601800 38.67
"2014-04-02" 40.15 40.19 39.3 39.5 311300 37.9
"2014-04-03" 39.51 39.7 38.8 38.9 765200 37.33
"2014-04-04" 38.9 39.15 38.02 38.7 1157200 37.14
"2014-04-07" 38.5 38.5 37.98 38.36 617900 36.81
"2014-04-08" 38.47 38.47 37.6 38 500200 36.46
"2014-04-09" 38.18 38.45 37.77 38.2 683900 36.66
"2014-04-10" 38.4 39.2 38.29 38.8 311700 37.23
"2014-04-11" 38.46 38.7 38 38.7 306700 37.14
"2014-04-14" 38.66 39.48 38.27 39.18 209500 37.6
"2014-04-15" 39.14 39.51 38.56 39.51 248000 37.91
"2014-04-16" 39.45 40.19 39.3 39.5 281900 37.9
"2014-04-17" 39.55 40 39.14 39.95 220000 38.33
"2014-04-18" 39.95 39.95 39.95 39.95 0 38.33
"2014-04-21" 39.95 39.95 39.95 39.95 0 38.33
"2014-04-22" 39.56 40.06 39.5 40.05 256700 38.43
"2014-04-23" 40.1 40.35 39.92 40.13 303300 38.51
"2014-04-24" 40.3 40.9 39.51 39.6 309500 38
"2014-04-25" 39.23 40.75 39.23 40.27 0 38.64
"2014-04-28" 40.27 40.69 39.65 40.04 144800 38.42
"2014-04-29" 40.5 40.9 40.06 40.4 233600 38.77
"2014-04-30" 40.4 40.88 39.91 39.95 159900 38.33
"2014-05-01" 39.95 39.95 39.95 39.95 0 38.33
"2014-05-02" 40.2 40.2 39.85 40.13 269200 38.51
"2014-05-05" 40.1 40.1 39.39 40.06 42700 38.44
"2014-05-06" 40.18 40.39 38.82 39.1 263700 37.52
"2014-05-07" 39 39.6 38.6 39.6 490300 38
"2014-05-08" 39.73 40.28 39.4 40.12 151200 38.5
"2014-05-09" 40.07 40.11 38.99 39.29 224400 37.7
"2014-05-12" 39.46 39.95 39.21 39.75 803300 38.14
"2014-05-13" 40 40.16 39.51 40.04 780600 38.42
"2014-05-14" 39.4 39.55 39.03 39.4 391800 38.57
"2014-05-15" 39.55 39.55 39.15 39.4 602000 38.57
"2014-05-16" 39.49 40.48 39.16 39.8 157100 38.96
"2014-05-19" 39.8 40.45 39.41 40.4 123300 39.55
"2014-05-20" 40.2 41.5 40.2 41.5 356600 40.62
"2014-05-21" 41.5 41.8 41 41.1 364400 40.23
"2014-05-22" 41.5 43.1 41.26 43.1 583300 42.19
"2014-05-23" 43 43.35 42.21 42.91 545800 42
"2014-05-26" 43 44.8 43 44.56 283800 43.62
"2014-05-27" 44.13 44.15 42.25 42.72 216100 41.82
"2014-05-28" 42.42 43.44 42.4 43 126600 42.09
"2014-05-29" 43.35 44.5 43.32 44.5 344900 43.56
"2014-05-30" 44.49 44.5 43.07 43.5 365800 42.58
"2014-06-02" 43.49 43.49 42.64 43.33 189700 42.41
"2014-06-03" 42.56 43.28 42.01 42.32 412200 41.43
"2014-06-04" 42.32 42.6 42.06 42.16 148200 41.27
"2014-06-05" 42.3 43.2 41.81 42.95 426700 42.04
"2014-06-06" 43.22 43.22 42.55 42.9 71600 41.99
"2014-06-09" 43.1 43.67 42.67 43.25 117800 42.34
"2014-06-10" 43.39 43.79 42.67 43.48 202500 42.56
"2014-06-11" 43.6 43.85 42.2 42.52 197800 41.62
"2014-06-12" 42.91 43.06 41.86 42.45 185000 41.55
"2014-06-13" 42.39 43.18 42.3 42.73 134300 41.83
"2014-06-16" 42.44 43.16 42.05 42.75 152900 41.85
"2014-06-17" 42.75 42.99 41.02 42.7 550900 41.8
"2014-06-18" 42.93 42.95 42.15 42.89 339200 41.98
"2014-06-19" 42.89 42.89 42.89 42.89 0 41.98
"2014-06-20" 42.4 43.89 42.4 42.8 396300 41.9
"2014-06-23" 42.97 43.55 42.3 42.63 222800 41.73
"2014-06-24" 42.63 42.73 41.7 41.8 423400 40.92
"2014-06-25" 42.1 42.4 41.26 41.91 110500 41.02
"2014-06-26" 41.8 41.95 40.55 41 153900 40.13
"2014-06-27" 41.1 41.1 39.51 40 510800 39.16
"2014-06-30" 40 40.5 39.67 40.21 271500 39.36
"2014-07-01" 40.55 40.62 39.66 40 323600 39.16
"2014-07-02" 39.88 40.26 39.23 39.6 475400 38.76
"2014-07-03" 39.5 41 39.5 41 382000 40.13
"2014-07-04" 40.3 40.44 39.7 39.71 82400 38.87
"2014-07-07" 39.74 39.74 38.65 39.1 126700 38.27
"2014-07-08" 39.49 39.51 39 39.21 382500 38.38
"2014-07-09" 39.39 39.88 38.5 39.3 174200 38.47
"2014-07-10" 39.74 39.74 38.37 39 219900 38.18
"2014-07-11" 39.25 39.98 39.25 39.5 147700 38.67
"2014-07-14" 39.7 39.9 39.13 39.59 70400 38.75
"2014-07-15" 39.36 40.42 39.36 40.1 289500 39.25
"2014-07-16" 40.1 40.59 40.01 40.3 482200 39.45
"2014-07-17" 40.05 41.98 40.05 41.6 97800 40.72
"2014-07-18" 41.2 42 40.68 41.96 137000 41.07
"2014-07-21" 42 42 40.86 41.3 443000 40.43
"2014-07-22" 41.04 42 41.04 42 113800 41.11
"2014-07-23" 41.99 41.99 41.53 41.99 81900 41.1
"2014-07-24" 42 42.2 41.63 41.95 301200 41.06
"2014-07-25" 41.74 42.09 40.5 42 175300 41.11
"2014-07-28" 42 42 41.32 41.72 133000 40.84
"2014-07-29" 41.68 42.97 41.5 41.99 263500 41.1
"2014-07-30" 41.6 41.6 39.45 39.75 1845200 38.91
"2014-07-31" 39.7 39.95 37.57 38.55 2607500 37.74
"2014-08-01" 38.5 38.55 36.81 37.1 1080900 36.32
"2014-08-04" 37.1 38.42 37.1 38.25 568100 37.44
"2014-08-05" 38.4 38.5 37.55 37.9 412100 37.1
"2014-08-06" 37.99 38 37.11 37.9 281800 37.1
"2014-08-07" 37.9 37.99 36.96 37.15 601700 36.37
"2014-08-08" 37 37 36.06 36.4 472000 35.63
"2014-08-11" 37.35 38.38 36.8 37 458500 36.22
"2014-08-12" 37 37.38 36.64 37 361600 36.22
"2014-08-13" 37 37.34 35.65 36.02 349200 35.26
"2014-08-14" 36.02 36.48 35.8 36 193700 35.24
"2014-08-15" 36 36 36 36 0 35.24
"2014-08-18" 36.34 37.16 36.28 37.15 269400 36.37
"2014-08-19" 36.9 37 35.9 36.13 489100 35.37
"2014-08-20" 36.26 36.39 35.16 35.2 545300 34.46
"2014-08-21" 35.25 35.39 34.76 35 495400 34.26
"2014-08-22" 35 35 34.32 34.8 344700 34.06
"2014-08-25" 35.2 35.44 34.82 35.11 140300 34.37
"2014-08-26" 35.5 36.14 34.46 36.08 563400 35.32
"2014-08-27" 36.05 36.34 35.24 35.55 594800 34.8
"2014-08-28" 35.82 35.82 34.35 34.45 1450500 33.72
"2014-08-29" 34.45 34.76 34.07 34.5 402100 33.77
"2014-09-01" 34.65 34.87 34.16 34.3 320800 33.58
"2014-09-02" 34.52 34.93 34.23 34.41 984200 33.68
"2014-09-03" 34.5 35.94 34.39 35.86 283700 35.1
"2014-09-04" 35.87 35.89 35.17 35.89 108100 35.13
"2014-09-05" 35.51 35.92 35.46 35.7 93000 34.95
"2014-09-08" 35.84 36 35.3 35.95 123500 35.19
"2014-09-09" 35.52 36.1 35.52 36 110700 35.24
"2014-09-10" 35.52 35.75 34.8 35.15 258600 34.41
"2014-09-11" 35.1 35.29 34.82 35.12 240200 34.38
"2014-09-12" 35.1 35.15 34.81 35.07 157400 34.33
"2014-09-15" 34.96 35.07 34.4 34.44 101000 33.71
"2014-09-16" 34.5 34.5 33.74 33.74 262000 33.03
"2014-09-17" 33.74 33.97 32.85 33 390300 32.3
"2014-09-18" 33 33 32.07 32.07 823300 31.39
"2014-09-19" 32.25 32.48 31.66 32 957200 31.32
"2014-09-22" 32 32.68 32 32.4 150800 31.72
"2014-09-23" 32.71 32.71 32.1 32.15 98800 31.47
"2014-09-24" 32.05 32.3 31.2 32.17 355800 31.49
"2014-09-25" 32.2 32.2 30.56 30.8 307100 30.15
"2014-09-26" 30.85 31.15 30.45 31.1 530000 30.44
"2014-09-29" 31.11 32.09 31.11 32.06 232300 31.38
"2014-09-30" 32.09 32.39 31.62 32.31 172000 31.63
"2014-10-01" 32.3 32.3 31.8 32.27 148600 31.59
"2014-10-02" 31.92 32.16 31.78 32 136100 31.32
"2014-10-03" 32 32.17 31.83 32 125700 31.32
"2014-10-06" 32.13 33.15 31.84 32.95 203800 32.25
"2014-10-07" 33 33.2 32.47 32.9 157700 32.21
"2014-10-08" 32.8 33.19 32.15 32.15 211400 31.47
"2014-10-09" 32.84 32.84 31.93 32.36 145200 31.68
"2014-10-10" 32 32.34 31.97 32.19 165300 31.51
"2014-10-13" 32.16 33.11 32.1 32.94 173500 32.24
"2014-10-14" 32.8 33.96 32.53 33.64 265500 32.93
"2014-10-15" 33.8 35.59 33.8 34.35 779900 33.62
"2014-10-16" 34.34 35 33.93 34.49 522400 33.76
"2014-10-17" 34.49 35 34.01 34.04 418000 33.32
"2014-10-20" 34.59 35.04 34 35 640800 34.26
"2014-10-21" 34.85 35 34.55 34.9 151200 34.16
"2014-10-22" 34.9 35.27 34.6 35.27 487800 34.52
"2014-10-23" 34.99 35.35 34.76 35 806200 34.26
"2014-10-24" 35.04 35.04 34.4 34.9 69800 34.16
"2014-10-27" 34.87 34.95 34.15 34.8 79800 34.06
"2014-10-28" 34.86 34.99 34.51 34.9 102800 34.16
"2014-10-29" 35 35.2 34.38 35.02 335300 34.28
"2014-10-30" 33.75 34.37 32.61 33.33 851300 32.63
"2014-10-31" 33.42 33.49 32.9 33.19 216500 32.49
"2014-11-03" 33.29 33.33 32.73 33.08 213300 32.38
"2014-11-04" 32.89 33.3 32.21 32.21 439500 31.53
"2014-11-05" 32.39 33.12 31.98 32.02 1039400 31.34
"2014-11-06" 32 32.47 31.73 32.15 727500 31.47
"2014-11-07" 32.48 32.48 31.1 31.5 357100 30.83
"2014-11-10" 31.68 31.8 31.21 31.5 540200 30.83
"2014-11-11" 31.5 31.5 31.5 31.5 0 30.83
"2014-11-12" 31.52 31.84 31.11 31.5 280800 30.83
"2014-11-13" 31.7 33.07 31.5 32.7 890800 32.01
"2014-11-14" 33.2 34.8 33.19 34.8 841600 34.06
"2014-11-17" 34.82 36.2 34.8 36.2 242700 35.44
"2014-11-18" 36.1 38.05 35.91 38 925800 37.2
"2014-11-19" 38.1 38.69 36.41 37.87 379400 37.07
"2014-11-20" 37.99 38.1 36.76 37.25 308600 36.46
"2014-11-21" 37.03 37.87 36.87 37.2 148900 36.41
"2014-11-24" 37.63 38 37.22 37.8 193600 37
"2014-11-25" 37.34 38 36.59 38 366800 37.2
"2014-11-26" 37.54 38.3 37.28 37.5 304200 36.71
"2014-11-27" 37.2 37.84 37.2 37.5 173100 36.71
"2014-11-28" 37.79 37.8 37.1 37.2 94700 36.41
"2014-12-01" 36.78 37.5 36.02 37.06 263100 36.28
"2014-12-02" 37.3 38.87 36.51 37.67 269200 36.87
"2014-12-03" 38.3 38.94 37.56 38.94 242100 38.12
"2014-12-04" 38.96 39.64 38.65 38.7 282800 37.88
"2014-12-05" 39 41.8 38.8 41 478500 40.13
"2014-12-08" 41.48 41.55 40.39 41.35 253000 40.48
"2014-12-09" 41.69 41.69 38.86 39.37 601400 38.54
"2014-12-10" 39.37 39.84 38.39 38.87 229000 38.05
"2014-12-11" 38.77 39.5 38.37 39 200200 38.18
"2014-12-12" 38.68 39.4 38.52 39.01 307700 38.19
"2014-12-15" 38.7 40.32 38.59 39.42 317500 38.59
"2014-12-16" 39.4 39.4 36.6 37.25 485300 36.46
"2014-12-17" 36.8 37.76 36.38 37.11 312200 36.33
"2014-12-18" 37.16 37.42 35.8 36.74 227400 35.96
"2014-12-19" 36.6 38.48 36.4 38.11 473400 37.31
"2014-12-22" 38.15 39.1 37.6 38.02 131200 37.22
"2014-12-23" 39.38 39.7 38.19 39.24 304100 38.41
"2014-12-24" 39.24 39.24 39.24 39.24 0 38.41
"2014-12-25" 39.24 39.24 39.24 39.24 0 38.41
"2014-12-26" 39.24 39.24 39.24 39.24 0 38.41
"2014-12-29" 39.1 39.1 37.7 38.18 210500 37.37
"2014-12-30" 37.91 38.07 37.53 38 101100 37.2
"2014-12-31" 38 38 38 38 0 37.2
"2015-01-01" 38 38 38 38 0 37.2
"2015-01-02" 38 38.75 37.33 38 180200 37.2
"2015-01-05" 37.8 39.17 37.02 37.15 172600 36.37
"2015-01-06" 37.15 37.15 37.15 37.15 0 36.37
"2015-01-07" 37 37.87 36.03 37.05 276200 36.27
"2015-01-08" 36.51 38.97 36.51 38.6 336400 37.78
"2015-01-09" 38.5 38.5 37.1 37.11 115400 36.33
"2015-01-12" 37 37.13 35.3 35.6 305200 34.85
"2015-01-13" 35.5 35.8 34.61 34.95 636000 34.21
"2015-01-14" 35.5 35.5 34.88 35.5 1424700 34.75
"2015-01-15" 35.89 36.02 34.25 34.8 487200 34.06
"2015-01-16" 34.61 36.1 34.53 35.03 178500 34.29
"2015-01-19" 35.03 35.6 33.87 34.5 680200 33.77
"2015-01-20" 34.9 35.4 34.51 34.88 1123800 34.14
"2015-01-21" 35 35.5 34.58 35.35 232900 34.6
"2015-01-22" 35.72 36.22 35.41 36.22 521100 35.45
"2015-01-23" 36.4 37 36.05 36.5 882100 35.73
"2015-01-26" 36.23 36.94 36.22 36.5 491200 35.73
"2015-01-27" 36.85 36.9 36.45 36.6 146300 35.83
"2015-01-28" 36.95 37.13 36.5 36.75 634600 35.97
"2015-01-29" 36.5 37.15 36.11 36.25 272500 35.48
"2015-01-30" 36.87 36.87 36.28 36.82 112400 36.04
"2015-02-02" 36.6 37.09 36.11 36.87 1067000 36.09
"2015-02-03" 37 37.18 36.45 36.85 255700 36.07
"2015-02-04" 36.82 36.82 35.83 36.38 103700 35.61
"2015-02-05" 36.45 37.56 36.41 37.25 581700 36.46
"2015-02-06" 37.33 38.15 37.22 37.75 771600 36.95
"2015-02-09" 37.92 38.19 37.31 37.82 526400 37.02
"2015-02-10" 37.52 38.07 37.52 37.83 160300 37.03
"2015-02-11" 37.83 37.86 37.05 37.31 386700 36.52
"2015-02-12" 36.99 38.16 36.73 38.16 82200 37.35
"2015-02-13" 38 38.19 37.63 38.19 64900 37.38
"2015-02-16" 38.19 38.76 38 38.04 30100 37.24
"2015-02-17" 38.04 38.1 37.37 37.7 57400 36.9
"2015-02-18" 37.8 38.8 37.64 38.8 59500 37.98
"2015-02-19" 38.88 39 38.06 38.41 188000 37.6
"2015-02-20" 38.48 39.3 38.48 38.75 218600 37.93
"2015-02-23" 38.75 39.25 38.03 38.28 198900 37.47
"2015-02-24" 38.57 38.69 36.82 38.3 250900 37.49
"2015-02-25" 38.3 38.64 37.83 38.3 188700 37.49
"2015-02-26" 37.9 37.9 34.5 34.5 818500 33.77
"2015-02-27" 34.56 34.9 32.82 33.4 1899500 32.69
"2015-03-02" 33.4 33.74 32.83 32.99 558200 32.29
"2015-03-03" 33 33.22 32.5 32.55 230000 31.86
"2015-03-04" 32.6 32.86 31.55 31.9 663400 31.23
"2015-03-05" 32.12 33.01 31.61 32.2 664300 31.52
"2015-03-06" 32.5 32.6 32.24 32.3 482900 31.62
"2015-03-09" 32.3 32.51 32.19 32.25 310400 31.57
"2015-03-10" 32.25 32.47 30.89 31.15 488900 30.49
"2015-03-11" 31.2 31.42 30.99 31.25 207200 30.59
"2015-03-12" 31.4 31.4 30.93 31.3 319500 30.64
"2015-03-13" 31.55 31.89 30.98 31.75 331600 31.08
"2015-03-16" 31.85 32.62 31.85 32.5 525000 31.81
"2015-03-17" 32.5 33 32.34 32.5 696600 31.81
"2015-03-18" 32.3 32.57 32.19 32.5 150000 31.81
"2015-03-19" 32.55 33 32.51 33 339800 32.3
"2015-03-20" 33.09 33.2 32.53 33 825500 32.3
"2015-03-23" 33 33.16 32.71 32.87 494500 32.18
"2015-03-24" 32.98 32.98 32.61 32.69 439000 32
