"FXC.Open" "FXC.High" "FXC.Low" "FXC.Close" "FXC.Volume" "FXC.Adjusted"
"2007-07-11" 94.800003 95.059998 94.669998 94.970001 17000 90.498583
"2007-07-12" 95.5 95.82 95.480003 95.809998 23700 91.299031
"2007-07-13" 95.550003 95.639999 95.360001 95.529999 10800 91.032215
"2007-07-16" 95.75 96.160004 95.739998 96.089996 18100 91.565846
"2007-07-17" 95.940002 96.07 95.910004 96.07 19800 91.546791
"2007-07-18" 96 96.199997 95.949997 95.949997 14000 91.432438
"2007-07-19" 96.120003 96.25 96.059998 96.089996 16300 91.565846
"2007-07-20" 96 96.230003 95.559998 95.599998 24800 91.098919
"2007-07-23" 96.059998 96.089996 95.669998 95.739998 90100 91.232327
"2007-07-24" 96.730003 96.93 96.489998 96.650002 41700 92.099485
"2007-07-25" 96.5 96.5 95.970001 96.32 27600 91.785021
"2007-07-26" 95.540001 95.620003 94.980003 95.089996 34200 90.612929
"2007-07-27" 94.940002 94.980003 94.419998 94.419998 61300 89.974476
"2007-07-30" 94.120003 94.139999 93.739998 93.879997 35800 89.459899
"2007-07-31" 94.32 94.360001 94.040001 94.050003 19600 89.621901
"2007-08-01" 94.150002 94.709999 94.050003 94.559998 154500 90.385625
"2007-08-02" 94.870003 95.099998 94.870003 94.940002 65300 90.748855
"2007-08-03" 95.150002 95.199997 94.839996 94.870003 42300 90.681945
"2007-08-06" 94.830002 95.25 94.75 95.099998 32500 90.901788
"2007-08-07" 94.639999 95.019997 94.639999 94.980003 10700 90.78709
"2007-08-08" 95.410004 95.599998 95.290001 95.410004 11900 91.198107
"2007-08-09" 94.540001 94.849998 94.519997 94.809998 52500 90.624589
"2007-08-10" 94.779999 95.209999 94.690002 95.019997 22400 90.825317
"2007-08-13" 95.349998 95.459999 95.059998 95.059998 23000 90.863552
"2007-08-14" 94.370003 94.410004 93.699997 93.860001 53000 89.71653
"2007-08-15" 92.980003 93.300003 92.779999 92.849998 58100 88.751114
"2007-08-16" 93.580002 93.599998 92.739998 93.040001 69100 88.932729
"2007-08-17" 94.589996 94.650002 94.010002 94.370003 29400 90.204018
"2007-08-20" 94.599998 95.089996 94.5 95.089996 30800 90.892227
"2007-08-21" 94.739998 94.769997 94.029999 94.199997 21400 90.041517
"2007-08-22" 94.650002 94.690002 94.209999 94.220001 24900 90.060638
"2007-08-23" 95.400002 95.400002 94.900002 94.940002 26000 90.748855
"2007-08-24" 95.160004 95.470001 95.160004 95.260002 27500 91.054728
"2007-08-27" 95.629997 95.629997 95.129997 95.129997 16700 90.930462
"2007-08-28" 94.580002 94.739998 94.139999 94.139999 11400 89.984168
"2007-08-29" 94.720001 94.720001 94.360001 94.580002 13900 90.404746
"2007-08-30" 94.199997 95.07 94.199997 94.769997 7700 90.586354
"2007-08-31" 95.290001 95.290001 94.800003 95.120003 23900 90.920909
"2007-09-04" 94.839996 95.410004 94.839996 95.300003 11500 91.393702
"2007-09-05" 94.959999 95.190002 94.889999 94.940002 39200 91.048457
"2007-09-06" 95 95.199997 94.830002 95.120003 92000 91.22108
"2007-09-07" 95.139999 95.230003 94.690002 94.940002 18300 91.048457
"2007-09-10" 94.870003 95.190002 94.860001 95.120003 9800 91.22108
"2007-09-11" 95.970001 96.230003 95.849998 96.160004 29600 92.218451
"2007-09-12" 96.279999 96.720001 96.150002 96.709999 38200 92.745903
"2007-09-13" 96.720001 97.129997 96.599998 97.029999 72000 93.052786
"2007-09-14" 97.110001 97.470001 97 97.290001 32500 93.302131
"2007-09-17" 97.639999 97.739998 97.279999 97.5 44500 93.503522
"2007-09-18" 98.040001 99.18 97.900002 98.949997 101300 94.894084
"2007-09-19" 98.699997 98.93 98.550003 98.75 68000 94.702285
"2007-09-20" 100.029999 100.330002 99.980003 100.160004 154200 96.054493
"2007-09-21" 100.110001 100.589996 100.010002 100.18 117400 96.07367
"2007-09-24" 100.230003 100.260002 100.040001 100.120003 61500 96.016132
"2007-09-25" 100.050003 100.260002 99.860001 99.919998 47600 95.824326
"2007-09-26" 99.75 99.949997 99.589996 99.870003 64400 95.776379
"2007-09-27" 100.029999 100.239998 99.900002 100.239998 46300 96.131209
"2007-09-28" 100.650002 101.199997 100.629997 100.940002 114500 96.80252
"2007-10-01" 100.699997 100.970001 100.610001 100.940002 46800 97.108447
"2007-10-02" 100.230003 100.419998 99.889999 100.25 78100 96.444636
"2007-10-03" 100.519997 100.699997 100.209999 100.220001 41000 96.415776
"2007-10-04" 100.139999 100.5 100.089996 100.419998 31000 96.608181
"2007-10-05" 101.82 102.300003 101.809998 102 105200 98.128208
"2007-10-08" 101.639999 101.68 101.400002 101.470001 62600 97.618328
"2007-10-09" 101.43 101.959999 101.410004 101.959999 49900 98.089726
"2007-10-10" 102 102.220001 101.949997 102.190002 49000 98.310999
"2007-10-11" 102.440002 103.019997 102.440002 102.669998 89800 98.772774
"2007-10-12" 102.93 103.010002 102.769997 102.989998 37200 99.080627
"2007-10-15" 103 103.040001 102.5 102.709999 24900 98.811257
"2007-10-16" 102.599998 102.709999 102.220001 102.32 24100 98.436061
"2007-10-17" 102.910004 103.089996 102.669998 102.699997 51000 98.801634
"2007-10-18" 102.940002 103.089996 102.57 103.089996 55800 99.17683
"2007-10-19" 103.93 104.110001 103.75 103.900002 96000 99.956088
"2007-10-22" 102.290001 102.57 102.099998 102.32 107200 98.436061
"2007-10-23" 103.650002 104 103.459999 103.790001 116900 99.850263
"2007-10-24" 103.610001 103.660004 103.080002 103.440002 142500 99.51355
"2007-10-25" 103.860001 103.970001 103.599998 103.940002 63400 99.994571
"2007-10-26" 104.080002 104.389999 104.080002 104.279999 52000 100.321661
"2007-10-29" 104.57 105.419998 104.239998 105.290001 113800 101.293325
"2007-10-30" 105.150002 105.440002 104.980003 105.349998 51600 101.351045
"2007-10-31" 105.610001 106.419998 105.379997 106.419998 84200 102.380429
"2007-11-01" 105.43 105.709999 105.110001 105.309998 67300 101.643986
"2007-11-02" 106.830002 107.269997 106.769997 107.25 46100 103.516454
"2007-11-05" 107.139999 107.440002 107.089996 107.360001 54400 103.622626
"2007-11-06" 108.050003 108.739998 107.839996 108.739998 157500 104.954583
"2007-11-07" 109.510002 113.019997 107.699997 109.260002 196300 105.456485
"2007-11-08" 111 111 106.610001 107.029999 332500 103.304112
"2007-11-09" 106.43 106.779999 106.110001 106.199997 123300 102.503003
"2007-11-12" 104.449997 104.639999 103.110001 103.199997 183500 99.607438
"2007-11-13" 104.120003 104.529999 103.669998 104.489998 88500 100.852532
"2007-11-14" 104.82 105 103.519997 103.690002 85900 100.080386
"2007-11-15" 102.550003 102.870003 101.529999 101.730003 163800 98.188618
"2007-11-16" 102.449997 103.199997 102.07 102.949997 146400 99.366141
"2007-11-19" 103.300003 103.300003 101.75 101.75 169700 98.207918
"2007-11-20" 101.760002 102.470001 101.440002 102.260002 172800 98.700166
"2007-11-21" 101.5 101.839996 101.029999 101.5 115200 97.966621
"2007-11-23" 101.389999 101.639999 101.230003 101.620003 128600 98.082446
"2007-11-26" 101.5 102 101.190002 101.25 77600 97.725324
"2007-11-27" 100.760002 101 100.300003 100.709999 113400 97.204121
"2007-11-28" 100.690002 101.940002 100.690002 101.800003 70600 98.25618
"2007-11-29" 100.410004 101.150002 100.410004 100.589996 82300 97.088296
"2007-11-30" 100.43 100.629997 100.239998 100.400002 84900 96.904915
"2007-12-03" 99.959999 100.099998 99.690002 99.959999 128900 96.773254
"2007-12-04" 99 99.099998 98.43 98.809998 165000 95.659915
"2007-12-05" 98.809998 98.870003 98.43 98.620003 103500 95.475977
"2007-12-06" 98.489998 99.309998 98.489998 99.209999 123800 96.047164
"2007-12-07" 99.620003 99.739998 99.190002 99.629997 34300 96.453773
"2007-12-10" 99.5 99.559998 99 99.550003 97400 96.376329
"2007-12-11" 99.019997 99.57 98.480003 98.5 112900 95.3598
"2007-12-12" 99.080002 99.309998 98.440002 98.809998 69200 95.659915
"2007-12-13" 98.709999 98.720001 97.830002 98.160004 94700 95.030643
"2007-12-14" 97.800003 98.720001 97.800003 98.360001 270300 95.224264
"2007-12-17" 99.080002 99.82 99.07 99.540001 82400 96.366646
"2007-12-18" 99.349998 99.75 99 99.589996 47400 96.415047
"2007-12-19" 99.620003 100.099998 99.620003 99.980003 188100 96.792621
"2007-12-20" 100.370003 100.620003 100.25 100.25 121200 97.05401
"2007-12-21" 100.57 101.18 100.57 101.07 103700 97.847868
"2007-12-24" 101.32 101.949997 101.32 101.900002 28100 98.651409
"2007-12-26" 102.110001 102.339996 102 102.330002 53700 99.067701
"2007-12-27" 102.300003 102.410004 102.089996 102.139999 107600 98.883756
"2007-12-28" 102.839996 102.849998 102.239998 102.400002 43200 99.135469
"2007-12-31" 102.199997 102.199997 100.860001 100.949997 71900 97.731691
"2008-01-02" 100.860001 101.169998 100.32 100.790001 74100 97.851106
"2008-01-03" 100.559998 101.300003 100.559998 101.010002 155100 98.064693
"2008-01-04" 101.220001 101.230003 99.690002 99.970001 76800 97.055017
"2008-01-07" 100.099998 100.220001 99.349998 99.480003 55500 96.579307
"2008-01-08" 99.93 100.400002 99.589996 99.589996 58100 96.686092
"2008-01-09" 99.260002 99.470001 98.989998 99.220001 46600 96.326886
"2008-01-10" 98.949997 99.449997 98.650002 99.339996 105200 96.443382
"2008-01-11" 98.269997 98.370003 98.059998 98.190002 112900 95.32692
"2008-01-14" 98.440002 98.599998 98.089996 98.459999 82400 95.589044
"2008-01-15" 98.610001 98.68 98.309998 98.519997 76100 95.647292
"2008-01-16" 98.400002 98.650002 97.650002 97.769997 89700 94.919161
"2008-01-17" 97.910004 98 97.190002 97.220001 104200 94.385203
"2008-01-18" 97.650002 97.790001 97.279999 97.529999 43800 94.686161
"2008-01-22" 96.959999 98.239998 96.839996 97.480003 138100 94.637624
"2008-01-23" 97.489998 98.050003 97.169998 97.959999 81500 95.103623
"2008-01-24" 98.879997 99.75 98.879997 99.610001 69400 96.705513
"2008-01-25" 100.050003 100.050003 99.300003 99.489998 39500 96.58901
"2008-01-28" 99.629997 99.980003 99.519997 99.900002 24600 96.987058
"2008-01-29" 100.769997 100.769997 100.169998 100.440002 28700 97.511313
"2008-01-30" 100.75 101.699997 100.68 101.120003 107700 98.171486
"2008-01-31" 99.769997 100.25 99.5 100.040001 107000 97.122975
"2008-02-01" 99.879997 100.839996 99.589996 100.75 39600 98.081886
"2008-02-04" 100.559998 100.830002 100.330002 100.699997 20300 98.033207
"2008-02-05" 99.730003 99.860001 99.230003 99.290001 15600 96.660551
"2008-02-06" 99.68 99.949997 99.480003 99.480003 15900 96.845522
"2008-02-07" 99.089996 99.32 98.879997 99.040001 22600 96.417172
"2008-02-08" 100.269997 100.540001 100 100.089996 34700 97.439361
"2008-02-11" 99.949997 100.220001 99.779999 99.889999 37000 97.24466
"2008-02-12" 100.519997 100.620003 99.940002 99.970001 43200 97.322543
"2008-02-13" 100.209999 100.5 100.110001 100.480003 10200 97.819039
"2008-02-14" 100.300003 100.800003 100.169998 100.260002 34300 97.604864
"2008-02-15" 100.330002 100.330002 99.120003 99.400002 23100 96.767639
"2008-02-19" 99.139999 99.190002 98.510002 98.540001 49700 95.930413
"2008-02-20" 98.5 99 98.290001 98.959999 48200 96.339289
"2008-02-21" 98.849998 99.419998 98.82 99.059998 38200 96.436639
"2008-02-22" 98.889999 99.089996 98.599998 99.019997 32000 96.397697
"2008-02-25" 100.059998 100.720001 99.870003 100.690002 71300 98.023477
"2008-02-26" 101.440002 102.440002 101.339996 102.050003 68500 99.347462
"2008-02-27" 102.32 102.620003 102.120003 102.290001 95800 99.581104
"2008-02-28" 102.470001 103.25 102.339996 102.709999 128000 99.989979
"2008-02-29" 102.559998 102.699997 101.739998 101.849998 83500 99.152754
"2008-03-03" 101.410004 101.730003 100.699997 101.169998 125500 98.736028
"2008-03-04" 100.82 101.209999 100.260002 100.470001 132200 98.052872
"2008-03-05" 101.059998 101.68 100.949997 101.57 141800 99.126406
"2008-03-06" 101.459999 101.709999 101.300003 101.32 125000 98.882421
"2008-03-07" 101.879997 101.879997 100.800003 101.099998 74400 98.667712
"2008-03-10" 101.099998 101.099998 100.230003 100.400002 66500 97.984556
"2008-03-11" 100.739998 100.82 100.339996 100.739998 52200 98.316373
"2008-03-12" 101.190002 101.309998 100.699997 101.160004 67400 98.726274
"2008-03-13" 101.760002 102.230003 101.410004 101.669998 125900 99.223999
"2008-03-14" 100.75 101.779999 100.610001 101.599998 64600 99.155683
"2008-03-17" 100.790001 101.029999 100 100.220001 238100 97.808886
"2008-03-18" 100.68 101.18 100.349998 100.900002 155700 98.472527
"2008-03-19" 100.550003 100.550003 98.489998 98.620003 134600 96.247381
"2008-03-20" 97.620003 97.980003 97.230003 97.900002 143200 95.544701
"2008-03-24" 97.610001 98.580002 97.610001 98.389999 83800 96.022911
"2008-03-25" 98.339996 98.660004 98 98.440002 71300 96.071711
"2008-03-26" 98.599998 98.730003 98.209999 98.300003 101000 95.93508
"2008-03-27" 98.379997 98.919998 98.379997 98.419998 29200 96.052188
"2008-03-28" 98.639999 98.669998 98.160004 98.160004 15600 95.798448
"2008-03-31" 97.849998 97.849998 97.389999 97.779999 42600 95.427586
"2008-04-01" 97.559998 97.870003 96.849998 97.870003 60700 95.734741
"2008-04-02" 98.239998 98.660004 98.129997 98.580002 88400 96.42925
"2008-04-03" 98.839996 99.779999 98.800003 99.589996 40700 97.417209
"2008-04-04" 99.599998 99.629997 99.07 99.110001 49900 96.947685
"2008-04-07" 99.160004 99.239998 98.720001 98.739998 87200 96.585755
"2008-04-08" 98.730003 98.849998 98.5 98.690002 127900 96.53685
"2008-04-09" 98.220001 98.5 97.93 98.230003 116600 96.086887
"2008-04-10" 98.389999 98.440002 97.900002 98.199997 38000 96.057536
"2008-04-11" 97.959999 98.089996 97.739998 97.800003 85000 95.666268
"2008-04-14" 98.150002 98.360001 97.910004 98.199997 122100 96.057536
"2008-04-15" 98.209999 98.459999 98.160004 98.279999 75400 96.135792
"2008-04-16" 99.669998 100.080002 99.639999 99.949997 73700 97.769355
"2008-04-17" 99.449997 99.519997 98.739998 98.940002 90600 96.781396
"2008-04-18" 99.309998 99.800003 99.040001 99.629997 80100 97.456337
"2008-04-21" 99.790001 99.940002 99.370003 99.550003 56200 97.378088
"2008-04-22" 98.879997 99.919998 98.629997 99.339996 64600 97.172663
"2008-04-23" 98.290001 98.599998 98.050003 98.459999 128000 96.311865
"2008-04-24" 98.150002 98.980003 98.110001 98.720001 49300 96.566195
"2008-04-25" 98.370003 98.940002 98.349998 98.559998 52500 96.409682
"2008-04-28" 98.669998 99.040001 98.370003 98.93 45500 96.771612
"2008-04-29" 98.779999 99.07 98.529999 99.07 66300 96.908557
"2008-04-30" 99.720001 99.809998 99.010002 99.440002 113100 97.270487
"2008-05-01" 98.260002 98.419998 97.68 98.089996 76300 96.140394
"2008-05-02" 97.809998 98.360001 97.809998 98.089996 58400 96.140394
"2008-05-05" 98.43 98.839996 98.260002 98.68 71700 96.718672
"2008-05-06" 98.75 100.040001 98.660004 99.760002 116600 97.777208
"2008-05-07" 99.75 99.940002 99.290001 99.32 35900 97.345951
"2008-05-08" 98.870003 98.970001 98.300003 98.339996 52300 96.385425
"2008-05-09" 99.190002 99.529999 99.190002 99.459999 38700 97.483167
"2008-05-12" 99.400002 99.760002 99.269997 99.599998 32100 97.620384
"2008-05-13" 99.480003 100.139999 99.480003 99.720001 86000 97.738002
"2008-05-14" 99.980003 100.129997 99.650002 99.690002 59100 97.708599
"2008-05-15" 100.110001 100.199997 99.800003 100.07 119700 98.081044
"2008-05-16" 100.489998 100.669998 100.050003 100.18 149500 98.188858
"2008-05-19" 100.889999 101.209999 100.730003 100.989998 79900 98.982756
"2008-05-20" 101.089996 101.150002 100.690002 101.040001 63800 99.031766
"2008-05-21" 101.43 101.870003 101.43 101.809998 132200 99.786458
"2008-05-22" 101.610001 101.760002 101.449997 101.610001 57100 99.590436
"2008-05-23" 101.790001 101.889999 101.300003 101.419998 70800 99.40421
"2008-05-27" 101.059998 101.059998 100.690002 100.839996 45900 98.835736
"2008-05-28" 100.709999 101.290001 100.709999 101.230003 39500 99.217992
"2008-05-29" 101.739998 101.849998 101.239998 101.269997 55300 99.25719
"2008-05-30" 100.989998 100.989998 100.650002 100.910004 27700 98.904352
"2008-06-02" 100.43 100.43 99.779999 99.889999 40400 98.0786
"2008-06-03" 99.650002 99.650002 99.080002 99.18 150900 97.381476
"2008-06-04" 99.059998 99.110001 98.18 98.220001 146400 96.438886
"2008-06-05" 97.949997 98.400002 97.900002 98.279999 94400 96.497795
"2008-06-06" 98.32 98.449997 98.139999 98.150002 96700 96.370155
"2008-06-09" 97.940002 98 97.739998 97.949997 54600 96.173778
"2008-06-10" 97.980003 98.139999 97.629997 97.849998 94600 96.075593
"2008-06-11" 98.480003 98.550003 98.110001 98.160004 99800 96.379976
"2008-06-12" 97.720001 98.010002 97.510002 97.830002 43900 96.055959
"2008-06-13" 97.57 97.599998 97.190002 97.260002 70700 95.496295
"2008-06-16" 97.849998 98.150002 97.629997 97.970001 49400 96.193419
"2008-06-17" 98.190002 98.449997 98.019997 98.379997 44600 96.59598
"2008-06-18" 98.169998 98.5 98.07 98.370003 15800 96.586167
"2008-06-19" 98.989998 98.989998 98.599998 98.660004 57900 96.870909
"2008-06-20" 98.440002 98.519997 98.230003 98.43 54300 96.645077
"2008-06-23" 98.449997 98.68 98.419998 98.660004 93700 96.870909
"2008-06-24" 98.589996 99 98.559998 98.989998 36600 97.194919
"2008-06-25" 99.230003 99.279999 98.769997 99.07 42600 97.27347
"2008-06-26" 99.209999 99.370003 98.870003 98.879997 45800 97.086913
"2008-06-27" 99.480003 99.519997 98.860001 99.129997 61600 97.33238
"2008-06-30" 98.830002 99.199997 98.099998 98.18 93200 96.39961
"2008-07-01" 98.269997 98.349998 97.669998 97.790001 113400 96.18715
"2008-07-02" 98.510002 99.129997 98.300003 98.660004 120600 97.042893
"2008-07-03" 98.25 98.330002 97.889999 97.959999 49200 96.354362
"2008-07-07" 97.800003 98.550003 97.800003 98.25 48600 96.63961
"2008-07-08" 98.150002 98.18 97.769997 98.150002 39700 96.54125
"2008-07-09" 98.919998 99.050003 98.790001 98.940002 53700 97.318302
"2008-07-10" 99.019997 99.279999 98.940002 99.209999 50800 97.583874
"2008-07-11" 99.040001 99.339996 99.040001 99.099998 107800 97.475676
"2008-07-14" 99.519997 99.629997 99.400002 99.620003 117000 97.987157
"2008-07-15" 100 100.360001 99.82 99.93 97900 98.292074
"2008-07-16" 99.970001 100.07 99.669998 99.970001 72100 98.331419
"2008-07-17" 99.919998 100.330002 99.339996 99.410004 135200 97.7806
"2008-07-18" 99.889999 99.889999 99.419998 99.589996 20900 97.957643
"2008-07-21" 99.669998 100.050003 99.57 100.040001 52800 98.400271
"2008-07-22" 99.730003 99.730003 98.989998 99.309998 86700 97.682233
"2008-07-23" 99.470001 99.470001 99.050003 99.139999 39800 97.515021
"2008-07-24" 99.279999 99.330002 98.699997 98.839996 20600 97.219936
"2008-07-25" 98.690002 98.690002 98.18 98.220001 19800 96.610103
"2008-07-28" 98.050003 98.199997 97.809998 97.900002 39200 96.295348
"2008-07-29" 97.949997 97.949997 97.510002 97.870003 63800 96.265841
"2008-07-30" 97.720001 98.019997 97.610001 97.980003 37500 96.374039
"2008-07-31" 97.809998 97.949997 97.650002 97.870003 20300 96.265841
"2008-08-01" 97.379997 97.699997 97.290001 97.360001 63200 95.938686
"2008-08-04" 97.18 97.25 96.419998 96.5 142300 95.09124
"2008-08-05" 96.110001 96.169998 95.75 95.949997 153100 94.549266
"2008-08-06" 95.57 95.709999 95.360001 95.489998 44800 94.095983
"2008-08-07" 95.379997 95.389999 94.93 94.970001 99900 93.583577
"2008-08-08" 93.75 93.989998 93.559998 93.699997 133100 92.332113
"2008-08-11" 93.889999 93.910004 93.360001 93.529999 87300 92.164597
"2008-08-12" 94.019997 94.230003 93.860001 94.110001 113000 92.736131
"2008-08-13" 93.669998 94.209999 93.440002 94.139999 129300 92.765692
"2008-08-14" 94.32 94.410004 93.910004 94.089996 120000 92.716419
"2008-08-15" 94.370003 94.550003 93.870003 94.470001 68400 93.090876
"2008-08-18" 94.529999 94.599998 94.029999 94.059998 45400 92.686858
"2008-08-19" 94 94.400002 93.849998 94.330002 70900 92.952921
"2008-08-20" 94.419998 94.5 94.040001 94.309998 45700 92.933208
"2008-08-21" 95.199997 95.93 95.040001 95.910004 90800 94.509857
"2008-08-22" 95.709999 95.879997 95.510002 95.529999 35800 94.135399
"2008-08-25" 95.739998 95.739998 95.25 95.300003 60900 93.908761
"2008-08-26" 95.739998 96.190002 95.419998 95.540001 107600 94.145256
"2008-08-27" 95.889999 95.910004 95.470001 95.68 42600 94.283211
"2008-08-28" 95.870003 95.900002 95.050003 95.25 61200 93.859488
"2008-08-29" 94.949997 94.980003 94.129997 94.309998 73600 92.933208
"2008-09-02" 93.43 93.68 93.360001 93.580002 80000 92.381371
"2008-09-03" 94.07 94.550003 93.970001 94.290001 122900 93.082276
"2008-09-04" 94.449997 94.5 93.480003 93.540001 59300 92.341883
"2008-09-05" 94.239998 94.269997 93.610001 94.059998 98500 92.855219
"2008-09-08" 94.190002 94.309998 93.389999 93.93 101700 92.726887
"2008-09-09" 93.760002 93.959999 93.419998 93.480003 250400 92.282653
"2008-09-10" 93.559998 93.690002 93.120003 93.5 117100 92.302394
"2008-09-11" 93.190002 93.190002 92.459999 92.93 117400 91.739695
"2008-09-12" 93.980003 94.5 93.699997 94.290001 129800 93.082276
"2008-09-15" 93.519997 93.940002 93.300003 93.68 95200 92.480089
"2008-09-16" 93.279999 93.599998 93.099998 93.43 78000 92.233291
"2008-09-17" 93.230003 94 92.650002 93.75 84100 92.549192
"2008-09-18" 94.010002 94.290001 93.309998 94.209999 163800 93.003299
"2008-09-19" 94.220001 95.959999 94.220001 95.370003 89500 94.148445
"2008-09-22" 96.349998 97.169998 96.059998 97 163000 95.757564
"2008-09-23" 97.150002 97.260002 96.269997 96.629997 126400 95.3923
"2008-09-24" 97.010002 97.099998 96.580002 96.650002 43800 95.412048
"2008-09-25" 97.290001 97.290001 96.650002 96.919998 105400 95.678587
"2008-09-26" 96.870003 97.139999 96.669998 97.07 53700 95.826667
"2008-09-29" 96.790001 97 96.089996 96.129997 75300 94.898705
"2008-09-30" 95.5 95.699997 94.129997 94.199997 74900 92.993425
"2008-10-01" 94 94.459999 94 94.360001 80000 93.328724
"2008-10-02" 93.029999 93.5 92.5 92.529999 217700 91.518723
"2008-10-03" 92.160004 93.239998 92.160004 92.529999 69100 91.518723
"2008-10-06" 91.449997 91.470001 90.010002 91.019997 160500 90.025224
"2008-10-07" 90.779999 91.050003 90.150002 90.209999 57600 89.224079
"2008-10-08" 89.779999 89.879997 88.849998 88.849998 91600 87.878942
"2008-10-09" 88.699997 88.730003 86.82 87.18 142600 86.227195
"2008-10-10" 84.949997 85.5 82.610001 84.309998 183500 83.388559
"2008-10-13" 86 87 85.779999 86.959999 81400 86.009599
"2008-10-14" 87.459999 87.599998 85.940002 86.199997 70200 85.257903
"2008-10-15" 85.489998 85.57 84.080002 84.269997 97400 83.348996
"2008-10-16" 84.349998 84.589996 83.489998 84.540001 110600 83.616049
"2008-10-17" 83.870003 84.889999 83.790001 84.029999 27500 83.111621
"2008-10-20" 84.029999 84.160004 83.489998 83.809998 78400 82.894024
"2008-10-21" 82.790001 82.790001 81.959999 82.529999 92000 81.628015
"2008-10-22" 80.190002 80.489998 79.489998 79.75 114400 78.878399
"2008-10-23" 79.099998 79.800003 79 79.709999 192600 78.838835
"2008-10-24" 78.629997 78.870003 78.25 78.650002 137500 77.790423
"2008-10-27" 78.120003 78.379997 77.160004 77.809998 166200 76.959599
"2008-10-28" 78.029999 78.449997 77.199997 78.400002 112300 77.543155
"2008-10-29" 79.830002 82.550003 79.589996 81.709999 231900 80.816977
"2008-10-30" 83.019997 83.190002 81.900002 82.599998 109800 81.697249
"2008-10-31" 81.949997 83.970001 81.5 83.400002 100900 82.488509
"2008-11-03" 83.690002 84.860001 83.419998 84.720001 61400 83.898707
"2008-11-04" 85.720001 87.139999 85.720001 86.870003 128800 86.027866
"2008-11-05" 86.769997 87.32 85.68 85.849998 76500 85.01775
"2008-11-06" 85.660004 85.970001 83.989998 84.139999 232400 83.324328
"2008-11-07" 85 85.779999 84.190002 84.349998 81900 83.532291
"2008-11-10" 84.650002 84.970001 83.410004 83.82 136700 83.00743
"2008-11-11" 83.800003 83.800003 82.790001 82.940002 81200 82.135964
"2008-11-12" 82.440002 82.440002 80.889999 80.940002 103700 80.155352
"2008-11-13" 81.459999 82.809998 80.580002 82.739998 101900 81.937898
"2008-11-14" 81.93 82.339996 81.330002 81.669998 42400 80.878271
"2008-11-17" 81.209999 82.650002 81 81.879997 67400 81.086235
"2008-11-18" 81.550003 82.07 80.800003 81.360001 55800 80.571279
"2008-11-19" 80.940002 81.349998 79.849998 79.849998 55900 79.075915
"2008-11-20" 78.639999 78.730003 77.449997 77.449997 137400 76.69918
"2008-11-21" 78.220001 78.5 77.449997 78.5 95000 77.739004
"2008-11-24" 79.769997 81.809998 79.610001 81.269997 180900 80.482148
"2008-11-25" 82.239998 82.360001 81.099998 82.059998 112600 81.26449
"2008-11-26" 80.949997 82.019997 80.949997 81.5 62000 80.709921
"2008-11-28" 80.699997 81.040001 80.349998 80.75 82200 79.967192
"2008-12-01" 80.989998 81.269997 79.879997 80.349998 73100 79.661829
"2008-12-02" 80.470001 80.639999 79.589996 79.970001 124100 79.285086
"2008-12-03" 79.309998 79.860001 79.059998 79.809998 39300 79.126453
"2008-12-04" 79.279999 79.970001 78.120003 78.269997 151200 77.599641
"2008-12-05" 77.239998 78.860001 76.919998 78.739998 85600 78.065617
"2008-12-08" 79.949997 80.050003 79.339996 79.760002 55900 79.076886
"2008-12-09" 78.849998 79.75 78.510002 79.169998 38600 78.491935
"2008-12-10" 79.660004 79.860001 79.169998 79.5 64200 78.81911
"2008-12-11" 81.330002 82.330002 80.839996 81.110001 126200 80.415322
"2008-12-12" 80.830002 81 80.110001 80.209999 42500 79.523028
"2008-12-15" 81.639999 81.940002 80.489998 81.239998 108200 80.544206
"2008-12-16" 81.550003 83.599998 81.360001 83.510002 135400 82.794768
"2008-12-17" 83.300003 84 82.860001 83.75 202600 83.03271
"2008-12-18" 83.889999 84 82.699997 82.919998 103100 82.209817
"2008-12-19" 82.279999 82.699997 81.129997 81.980003 84200 81.277873
"2008-12-22" 82.620003 82.849998 81.980003 82.019997 128000 81.317524
"2008-12-23" 82.110001 82.650002 82.089996 82.43 43000 81.724016
"2008-12-24" 82.580002 82.870003 82.059998 82.870003 36200 82.16025
"2008-12-26" 82.110001 82.110001 81.870003 81.949997 54300 81.248124
"2008-12-29" 82.290001 82.720001 82.029999 82.239998 59800 81.535641
"2008-12-30" 81.589996 82.129997 81.360001 81.970001 53300 81.267957
"2008-12-31" 82.120003 82.760002 81.110001 82.400002 46400 81.694274
"2009-01-02" 82.029999 82.940002 82.029999 82.349998 18100 81.712132
"2009-01-05" 82.980003 84.279999 82.889999 84.07 83000 83.41881
"2009-01-06" 84.690002 85.050003 84.260002 84.629997 86700 83.97447
"2009-01-07" 84.690002 84.690002 83.370003 83.550003 58200 82.902841
"2009-01-08" 83.879997 84.970001 83.879997 84.889999 93500 84.232458
"2009-01-09" 84.029999 84.360001 83.629997 84.110001 84500 83.458501
"2009-01-12" 83.629997 83.629997 82.209999 82.379997 75900 81.741898
"2009-01-13" 81.480003 81.879997 81.089996 81.739998 73600 81.106856
"2009-01-14" 81.239998 81.260002 80.080002 80.150002 78800 79.529175
"2009-01-15" 80.199997 80.199997 78.970001 79.93 90300 79.310878
